"TPLName","Alpine","Plant category","Life form","Lifespan","Reproduction frequency","Dormancy","Embryo","Seed.mass","Source","Macroregion","Region","Accession","Dish","Scarification","GA3","Stratification","Stratification_Y_N","Light","Alternating","Tmean","Tdif","Temperature","Sown","Germinated","Germinable","MGT","MGR","UNC","SYN"
"Rytidosperma nudiflorum","Generalist","Grass","H","perennial","polycarp",NA,0.2,"1.275","Venn","Australia","Australian Alps","Australia Howitt NA NA","6","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",17,20,NA,NA,NA,NA
"Craspedia lamicola","Strict","Herb","H","perennial","polycarp",NA,1,"0.9644","Satyanti","Australia","Australian Alps","Australia 808041 NA NA","2","N","N","None","N","Y","Y",20,10,"20C","25",23,23,"6.7826086956521703","0.147435897435897","0.678407090937567","0.75494071146245101"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia KB2 NA NA","12","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",10,20,NA,NA,NA,NA
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Howitt NA NA","16","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",16,19,NA,NA,NA,NA
"Epacris petrophila","Generalist","Woody","NP","perennial","polycarp",NA,0.27,"0.0292","Venn","Australia","Australian Alps","Australia Single NA NA","19","N","N","None","N","Y","N",27,0,"25C","20",0,8,NA,NA,NA,NA
"Deschampsia cespitosa","Generalist","Grass","H","perennial","polycarp","PD",0.11,"0.275916666666667","Satyanti","Australia","Australian Alps","Australia 783436 NA NA","2","N","Y","None","N","Y","Y",20,10,"20C","25",25,25,"10.08","9.9206349206349201E-2","1.15854883189038","0.47"
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Hotham NA NA","13","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",20,20,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Buller NA NA","11","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",14,20,"6.78571428571429","0.14736842105263201","1.53061899484852","0.30769230769230799"
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","1","N","N","None","N","Y","Y",15,10,"15C","20",6,20,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","2","N","N","Cold","Y","Y","N",20,0,"20C","20",8,13,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","3","N","N","Cold","Y","Y","N",20,0,"20C","20",12,19,NA,NA,NA,NA
"Aciphylla simplicifolia","Generalist","Herb","H","perennial","polycarp",NA,0.04,"5.006","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","1","N","N","Cold","Y","Y","N",25,0,"25C","20",0,17,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Bluff NA NA","14","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",18,19,NA,NA,NA,NA
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Hotham NA NA","5","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",17,19,NA,NA,NA,NA
"Xerochrysum subundulatum","Generalist","Herb","CH","perennial","polycarp",NA,1,"0.5958","Venn","Australia","Australian Alps","Australia Speculation NA NA","10","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",13,15,NA,NA,NA,NA
"Aciphylla simplicifolia","Generalist","Herb","H","perennial","polycarp",NA,0.04,"5.006","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","2","N","N","Cold","Y","Y","N",10,0,"10C","20",4,20,NA,NA,NA,NA
"Brachyscome stolonifera","Strict","Herb","H","perennial","polycarp",NA,1,"0.37640400000000002","Satyanti","Australia","Australian Alps","Australia 792161 NA NA","2","N","Y","None","N","Y","Y",20,10,"20C","25",6,9,"8.1666666666666696","0.122448979591837","0.650022421648354","0.66666666666666696"
"Brachyscome stolonifera","Strict","Herb","H","perennial","polycarp",NA,1,"0.37640400000000002","Satyanti","Australia","Australian Alps","Australia 792161 NA NA","3","N","Y","None","N","Y","Y",20,10,"20C","25",4,14,"7","0.14285714285714299","0","1"
"Aciphylla simplicifolia","Generalist","Herb","H","perennial","polycarp",NA,0.04,"5.006","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","5","N","N","Cold","Y","Y","N",15,0,"15C","20",0,20,NA,NA,NA,NA
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","2","N","N","None","N","Y","Y",12.5,15,"10C","20",2,20,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Satyanti","Australia","Australian Alps","Australia 792173 NA NA","1","N","N","None","N","Y","Y",20,10,"20C","25",0,22,"NA","NA","0","NA"
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","None","N","Y","Y",15,10,"15C","25",0,21,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","None","N","Y","N",25,0,"25C","20",2,10,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Magdala NA NA","16","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",16,20,NA,NA,NA,NA
"Diplaspis nivis","Strict","Herb","H","perennial","polycarp",NA,0.06,"1.0392","Satyanti","Australia","Australian Alps","Australia 786951 NA NA","3","N","N","Warm","Y","Y","Y",20,10,"20C","25",0,25,"NA","NA","0","NA"
"Carex echinata","Generalist","Grass","H","perennial","polycarp","PD",0.06,"0.83","Satyanti","Australia","Australian Alps","Australia 792155 NA NA","1","N","Y","None","N","Y","Y",20,10,"20C","25",2,24,"14","7.1428571428571397E-2","0","1"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Stirling NA NA","15","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",11,20,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Magdala NA NA","8","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",9,20,NA,NA,NA,NA
"Carex echinata","Generalist","Grass","H","perennial","polycarp","PD",0.06,"0.83","Satyanti","Australia","Australian Alps","Australia 792155 NA NA","2","N","Y","None","N","Y","Y",20,10,"20C","25",10,23,"23.1","4.3290043290043302E-2","0.881290899230693","0.53333333333333299"
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Stirling NA NA","14","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",19,20,"24.4","4.0983606557377102E-2","2.0393538721672","0.26315789473684198"
"Xerochrysum subundulatum","Generalist","Herb","CH","perennial","polycarp",NA,1,"0.5958","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","2","N","N","Cold","Y","Y","Y",12.5,15,"10C","20",18,19,NA,NA,NA,NA
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Hotham NA NA","11","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",16,19,"24.6875","4.05063291139241E-2","1.88285606369205","0.241666666666667"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia KB2 NA NA","4","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",7,9,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","2","N","N","Cold","Y","Y","N",10,0,"10C","20",1,17,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","None","N","Y","Y",12.5,15,"10C","25",0,23,NA,NA,NA,NA
"Wahlenbergia ceracea","Generalist","Herb","CH","perennial","polycarp",NA,0.22,"0.025","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","5","N","N","Cold","Y","Y","Y",15,10,"15C","20",9,19,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","3","N","N","Cold","Y","Y","Y",15,10,"15C","25",8,23,NA,NA,NA,NA
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Bogong NA NA","11","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",11,11,NA,NA,NA,NA
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Howitt NA NA","2","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",17,20,NA,NA,NA,NA
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Stirling NA NA","2","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",20,20,"19.850000000000001","5.0377833753148603E-2","1.5437519544205","0.37368421052631601"
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","Cold","Y","Y","N",15,0,"15C","20",14,19,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Hotham NA NA","1","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",16,16,"9.375","0.10666666666666701","1.12164076218686","0.50833333333333297"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia KB2 NA NA","13","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",10,20,"5.6","0.17857142857142899","0.881290899230693","0.53333333333333299"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Hotham NA NA","16","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",18,20,NA,NA,NA,NA
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Bogong NA NA","8","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",13,20,"10.307692307692299","9.7014925373134303E-2","0.779349837292085","0.61538461538461497"
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Howitt NA NA","7","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",15,20,"11.6666666666667","8.5714285714285701E-2","1.90861269887271","0.22857142857142901"
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","5","N","N","None","N","Y","N",5,0,"5C","25",10,21,NA,NA,NA,NA
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","5","N","N","Cold","Y","Y","N",15,0,"15C","20",12,20,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","2","N","N","Cold","Y","Y","N",20,0,"20C","20",7,16,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Magdala NA NA","11","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",16,20,NA,NA,NA,NA
"Juncus falcatus","Generalist","Grass","H","perennial","polycarp",NA,0.15,"0.0287","Satyanti","Australia","Australian Alps","Australia 792209 NA NA","1","N","N","None","N","Y","Y",20,10,"20C","25",0,25,"NA","NA","0","NA"
"Epacris petrophila","Generalist","Woody","NP","perennial","polycarp",NA,0.27,"0.0292","Venn","Australia","Australian Alps","Australia Single NA NA","18","N","N","None","N","Y","N",25,0,"25C","20",2,11,"51","1.9607843137254902E-2","1","0"
"Epacris petrophila","Generalist","Woody","NP","perennial","polycarp",NA,0.27,"0.0292","Venn","Australia","Australian Alps","Australia Single NA NA","15","N","N","None","N","Y","N",10,0,"10C","20",0,9,"NA","NA","0","NA"
"Deschampsia cespitosa","Generalist","Grass","H","perennial","polycarp","PD",0.11,"0.275916666666667","Satyanti","Australia","Australian Alps","Australia 783436 NA NA","1","N","N","None","N","Y","Y",20,10,"20C","25",21,25,"9.6666666666666696","0.10344827586206901","1.12549080686791","0.53333333333333299"
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","Cold","Y","Y","N",20,0,"20C","20",9,17,NA,NA,NA,NA
"Olearia phlogopappa","Generalist","Woody","NP","perennial","polycarp",NA,1,"0.6016","Venn","Australia","Australian Alps","Australia McKay NA NA","6","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",3,20,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Stirling NA NA","4","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",11,20,"11.454545454545499","8.7301587301587297E-2","1.61718957259272","0.32727272727272699"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Bogong NA NA","8","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",18,19,"7.3888888888888902","0.13533834586466201","0.944488534166205","0.61437908496731997"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Bluff NA NA","15","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",18,19,"11","9.0909090909090898E-2","1.87635763948985","0.29411764705882398"
"Epacris petrophila","Generalist","Woody","NP","perennial","polycarp",NA,0.27,"0.0292","Venn","Australia","Australian Alps","Australia Single NA NA","19","N","N","None","N","Y","N",27,0,"25C","20",0,8,"NA","NA","0","NA"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Stirling NA NA","13","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",15,20,"7.5333333333333297","0.132743362831858","1.33826892807646","0.40952380952381001"
"Xerochrysum subundulatum","Generalist","Herb","CH","perennial","polycarp",NA,1,"0.5958","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","1","N","Y","None","N","Y","Y",15,10,"15C","20",20,20,NA,NA,NA,NA
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Satyanti","Australia","Australian Alps","Australia 783440 NA NA","2","N","N","None","N","Y","Y",20,10,"20C","25",22,22,"9.3181818181818201","0.107317073170732","1.41794937394442","0.44155844155844198"
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","Cold","Y","Y","N",20,0,"20C","20",0,20,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Bluff NA NA","10","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",19,20,NA,NA,NA,NA
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Hotham NA NA","4","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",19,20,"24.210526315789501","4.1304347826087003E-2","1.89376667380145","0.30409356725146203"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia McKay NA NA","4","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",10,19,NA,NA,NA,NA
"Xerochrysum subundulatum","Generalist","Herb","CH","perennial","polycarp",NA,1,"0.5958","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","3","N","N","Cold","Y","Y","N",20,0,"20C","20",20,20,NA,NA,NA,NA
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","1","N","N","None","N","Y","N",2.5,0,"0C","20",11,20,NA,NA,NA,NA
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","Cold","Y","Y","N",25,0,"25C","20",13,19,NA,NA,NA,NA
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","1","N","N","Cold","Y","Y","N",15,0,"15C","20",10,20,NA,NA,NA,NA
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Hotham NA NA","12","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",19,20,NA,NA,NA,NA
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","1","N","N","None","N","Y","N",25,0,"25C","20",4,15,NA,NA,NA,NA
