"Taxon","TPLName","Familia","Alpine","Source","Country"
"Arenaria edgeworthiana","Arenaria edgeworthiana","Caryophyllaceae","Strict","Bu","China"
"Arenaria kansuensis","Arenaria kansuensis","Caryophyllaceae","Strict","Liu","China"
"Arenaria serpyllifolia L.","Arenaria serpyllifolia","Caryophyllaceae","Lowland","Liu","China"
"Arisaema erubescens","Arisaema erubescens","Araceae","Lowland","Bu","China"
"Arisaema erubescens (Wall.) Schott","Arisaema erubescens","Araceae","Lowland","Liu","China"
"Aristida triseta","Aristida triseta","Poaceae","Generalist","Liu","China"
"Artemisia argyi Lévl. et Vant.","Artemisia argyi","Compositae","Lowland","Liu","China"
"Artemisia desertorum","Artemisia desertorum","Compositae","Strict","Bu","China"
"Artemisia desertorum Spreng. var. tongolensis Pamp.","Artemisia desertorum","Compositae","Strict","Liu","China"
"Artemisia dubia","Artemisia dubia","Compositae","Lowland","Bu","China"
"Artemisia dubia Wall. ex Bess.","Artemisia dubia","Compositae","Lowland","Liu","China"
"Artemisia eriopoda","Artemisia eriopoda","Compositae","Lowland","Bu","China"
"Artemisia gmelinii","Artemisia gmelinii","Compositae","Generalist","Bu","China"
"Artemisia hedinii","Artemisia hedinii","Compositae","Generalist","Bu","China"
"Artemisia hedinii Ostenf. et Pauls.","Artemisia hedinii","Compositae","Generalist","Liu","China"
"Artemisia mongolica","Artemisia mongolica","Compositae","Lowland","Bu","China"
"Artemisia mongolica (Fisch. ex Bess.) Nakai","Artemisia mongolica","Compositae","Lowland","Liu","China"
"Artemisia parviflora","Artemisia parviflora","Compositae","Lowland","Bu","China"
"Artemisia roxburghiana Bess.","Artemisia roxburghiana","Compositae","Lowland","Liu","China"
"Artemisia sacrorum Ledeb.","Artemisia gmelinii","Compositae","Generalist","Liu","China"
"Artemisia scoparia","Artemisia scoparia","Compositae","Lowland","Bu","China"
"Artemisia scoparia Waldst. et Kit.","Artemisia scoparia","Compositae","Lowland","Liu","China"
"Artemisia sieversiana","Artemisia sieversiana","Compositae","Lowland","Bu","China"
"Artemisia sieversiana Ehrhart ex Willd.","Artemisia sieversiana","Compositae","Lowland","Liu","China"
"Artemisia siversiana","Artemisia siversiana","Compositae","Lowland","Bu","China"
"Asparagus longiflorus","Asparagus longiflorus","Asparagaceae","Lowland","Bu","China"
"Asparagus longiflorus Franch.","Asparagus longiflorus","Asparagaceae","Lowland","Liu","China"
"Asperugo procumbens","Asperugo procumbens","Boraginaceae","Generalist","Bu","China"
"Asperugo procumbens L.","Asperugo procumbens","Boraginaceae","Generalist","Liu","China"
"Asperula orientalis","Asperula orientalis","Rubiaceae","Lowland","Bu","China"
"Aster ageratoides","Aster ageratoides","Compositae","Lowland","Bu","China"
"Aster albescens","Aster albescens","Compositae","Lowland","Liu","China"
"Aster alpinus","Aster alpinus","Compositae","Generalist","Bu","China"
"Aster alpinus","Aster alpinus","Compositae","Generalist","Rosbakh","Russia"
"Aster alpinus","Aster alpinus","Compositae","Generalist","Tudela","Italy"
"Aster alpinus","Aster alpinus","Compositae","Generalist","Mondoni","Italy"
"Aster diplostephioides","Aster diplostephioides","Compositae","Generalist","Bu","China"
"Aster diplostephioides (DC.) C.B.Clark","Aster diplostephioides","Compositae","Generalist","Liu","China"
"Aster farreri W. W. Sm. et J. F. Jeffr.","Aster farreri","Compositae","Lowland","Liu","China"
"Aster poliothamnus Diels","Aster poliothamnus","Compositae","Lowland","Liu","China"
"Aster souliei","Aster souliei","Compositae","Generalist","Bu","China"
"Aster yunnanensis","Aster yunnanensis","Compositae","Generalist","Liu","China"
"Astibe chinensis","Astilbe rubra","Saxifragaceae","Lowland","Bu","China"
"Astragalus adsurgens","Astragalus adsurgens","Leguminosae","Lowland","Bu","China"
"Astragalus adsurgens Pall.","Astragalus adsurgens","Leguminosae","Lowland","Liu","China"
"Astragalus bhotanensis","Astragalus bhotanensis","Leguminosae","Lowland","Bu","China"
"Astragalus bhotanensis Baker","Astragalus bhotanensis","Leguminosae","Lowland","Liu","China"
"Astragalus floridulus","Astragalus floridulus","Leguminosae","Generalist","Bu","China"
"Astragalus floridulus","Astragalus floridulus","Leguminosae","Generalist","Liu","China"
"Astragalus mahoschanicus","Astragalus mahoschanicus","Leguminosae","Generalist","Bu","China"
"Astragalus melilotoides","Astragalus melilotoides","Leguminosae","Lowland","Bu","China"
"Astragalus melilotoides Pall.","Astragalus melilotoides","Leguminosae","Lowland","Liu","China"
"Astragalus monadelphus","Astragalus monadelphus","Leguminosae","Lowland","Bu","China"
"Astragalus peterae","Astragalus peterae","Leguminosae","Lowland","Bu","China"
"Astragalus polycladus","Astragalus polycladus","Leguminosae","Generalist","Bu","China"
"Astragalus polycladus Bur. et Franch. ","Astragalus polycladus","Leguminosae","Generalist","Liu","China"
"Astragalus propinquus","Astragalus propinquus","Leguminosae","Lowland","Bu","China"
"Astragalus przewalskii","Astragalus przewalskii","Leguminosae","Strict","Bu","China"
"Astragalus przewalskii Bunge ex Maxim.","Astragalus przewalskii","Leguminosae","Strict","Liu","China"
"Astragalus skythropos","Astragalus skythropos","Leguminosae","Lowland","Bu","China"
"Astragalus skythropos Bunge","Astragalus skythropos","Leguminosae","Lowland","Liu","China"
"Astragalus tanguticus","Astragalus tanguticus","Leguminosae","Lowland","Bu","China"
"Astragalus tongolensis","Astragalus tongolensis","Leguminosae","Strict","Bu","China"
"Astragalus tongolensis Ulbr. var. glaber Pet.-Stib.","Astragalus tongolensis","Leguminosae","Strict","Liu","China"
"Atriplex laevis","Atriplex laevis","Amaranthaceae","Lowland","Bu","China"
"Avena fatua","Avena fatua","Poaceae","Generalist","Bu","China"
"Avena sativa","Avena sativa","Poaceae","Lowland","Bu","China"
"Axyris amaranthoides","Axyris amaranthoides","Amaranthaceae","Lowland","Bu","China"
"Axyris amaranthoides L.","Axyris amaranthoides","Amaranthaceae","Lowland","Liu","China"
"Axyris amaron","Axyris amaranthoides","Amaranthaceae","Lowland","Bu","China"
"Axyris prostrata","Axyris prostrata","Amaranthaceae","Lowland","Bu","China"
"Bassia scoparia","Bassia scoparia","Amaranthaceae","Lowland","Bu","China"
"Batrachium bungei","Batrachium bungei","Ranunculaceae","Generalist","Bu","China"
"Batrachium bungei (Steud.) L.Liou","Batrachium bungei","Ranunculaceae","Generalist","Liu","China"
"Beckmannia syzigachne","Beckmannia syzigachne","Poaceae","Lowland","Bu","China"
"Beckmannia syzigachne (Steud.) Fern.","Beckmannia syzigachne","Poaceae","Lowland","Liu","China"
"Bidens bipinnata L.","Bidens bipinnata","Compositae","Lowland","Liu","China"
"Bidens tripartita","Bidens tripartita","Compositae","Lowland","Bu","China"
"Bidens tripartita L.","Bidens tripartita","Compositae","Lowland","Liu","China"
"Biebersteinia heterostemon","Biebersteinia heterostemon","Biebersteiniaceae","Lowland","Bu","China"
"Blysmus sinocompressus","Blysmus sinocompressus","Cyperaceae","Generalist","Bu","China"
"Brachypodium sylvaticum","Brachypodium sylvaticum","Poaceae","Lowland","Bu","China"
"Brachypodium sylvaticum (Huds.) Beauv. ","Brachypodium sylvaticum","Poaceae","Lowland","Liu","China"
"Brassica juncea","Brassica juncea","Brassicaceae","Lowland","Bu","China"
"Braya humilis","Braya humilis","Brassicaceae","Lowland","Bu","China"
"Braya rosea","Braya rosea","Brassicaceae","Generalist","Bu","China"
"Bromus japonicus","Bromus japonicus","Poaceae","Lowland","Bu","China"
"Bromus japonicus Thunb. ex Murr.","Bromus japonicus","Poaceae","Lowland","Liu","China"
"Bromus magnus","Bromus magnus","Poaceae","Lowland","Bu","China"
"Bromus magnus Keng","Bromus magnus","Poaceae","Lowland","Liu","China"
"Bromus plurinodis","Bromus plurinodis","Poaceae","Lowland","Bu","China"
"Bromus sinensis","Bromus sinensis","Poaceae","Strict","Bu","China"
"Bromus tectorum","Bromus tectorum","Poaceae","Lowland","Bu","China"
"Bromus tectorum L. ","Bromus tectorum","Poaceae","Lowland","Liu","China"
"Bupleurum bicaule","Bupleurum bicaule","Apiaceae","Lowland","Bu","China"
"Bupleurum boissieuanum H.Wolff","Bupleurum boissieuanum","Apiaceae","Lowland","Liu","China"
"Bupleurum chinense","Bupleurum chinense","Apiaceae","Lowland","Bu","China"
"Bupleurum commelynoideum","Bupleurum commelynoideum","Apiaceae","Generalist","Bu","China"
"Bupleurum commelynoideum H. de Boiss.","Bupleurum commelynoideum","Apiaceae","Generalist","Liu","China"
"Bupleurum smithii","Bupleurum smithii","Apiaceae","Lowland","Bu","China"
"Bupleurum smithii H.Wolff","Bupleurum smithii","Apiaceae","Lowland","Liu","China"
"Bupleurum yinchowense","Bupleurum yinchowense","Apiaceae","Lowland","Bu","China"
"Calamagrostis pseudophragmites (Hall. F.) Koel.","Calamagrostis pseudophragmites","Poaceae","Lowland","Liu","China"
"Callitviche palustris","Callitriche palustris","Plantaginaceae","Generalist","Bu","China"
"Caltha palustris L.","Caltha palustris","Ranunculaceae","Lowland","Liu","China"
"Caltha scaposa Hook.","Caltha scaposa","Ranunculaceae","Lowland","Liu","China"
"Campanula aristata","Campanula aristata","Campanulaceae","Strict","Bu","China"
"Capsella bursa-pastoris","Capsella bursa-pastoris","Brassicaceae","Lowland","Bu","China"
"Capsella bursa-pastoris (L.) Medic.","Capsella bursa-pastoris","Brassicaceae","Lowland","Liu","China"
"Caragana brevifolia","Caragana brevifolia","Leguminosae","Lowland","Bu","China"
"Caragana erinacea","Caragana erinacea","Leguminosae","Generalist","Bu","China"
"Caragana jubata","Caragana jubata","Leguminosae","Generalist","Bu","China"
"Cardamine hirsuta","Cardamine hirsuta","Brassicaceae","Lowland","Bu","China"
"Cardamine impartiens L. var. dasycarpa (M.Bieb.) T.Y.Cheo et R.C.Fang","Cardamine impatiens","Brassicaceae","Lowland","Liu","China"
"Cardamine tangutorum","Cardamine tangutorum","Brassicaceae","Generalist","Bu","China"
"Carduus crispus","Carduus crispus","Compositae","Lowland","Bu","China"
"Carduus nutans","Carduus nutans","Compositae","Lowland","Bu","China"
"Carex brunnea","Carex brunnea","Cyperaceae","Lowland","Bu","China"
"Carex chlorostachys","Carex chlorostachys","Cyperaceae","Lowland","Bu","China"
"Carex chlorostachys Stev.","Carex chlorostachys","Cyperaceae","Lowland","Liu","China"
"Carex coriophora Fisch.","Carex coriophora","Cyperaceae","Lowland","Liu","China"
"Carex crebra","Carex crebra","Cyperaceae","Lowland","Bu","China"
"Carex enervis","Carex enervis","Cyperaceae","Generalist","Bu","China"
"Carex enervis C.A.Mey.","Carex enervis","Cyperaceae","Generalist","Liu","China"
"Carex kansuensis Irelmes","Carex kansuensis","Cyperaceae","Strict","Liu","China"
"Carex lehmanii Drejer","Carex lehmannii","Cyperaceae","Lowland","Liu","China"
"Carex nubigena","Carex nubigena","Cyperaceae","Lowland","Bu","China"
"Carex przewalskii","Carex przewalskii","Cyperaceae","Generalist","Bu","China"
"Carex scabrirostris Kukenth.","Carex scabrirostris","Cyperaceae","Strict","Liu","China"
"Carex stipitinux","Carex stipitinux","Cyperaceae","Lowland","Bu","China"
"Carlesia sinensis","Carlesia sinensis","Apiaceae","Lowland","Bu","China"
"Carpesium cernuum","Carpesium cernuum","Compositae","Lowland","Bu","China"
"Carpesium lipskyi","Carpesium lipskyi","Compositae","Lowland","Bu","China"
"Carpesium lipskyi Winkl.","Carpesium lipskyi","Compositae","Lowland","Liu","China"
"Carpesium minus","Carpesium minus","Compositae","Lowland","Bu","China"
"Carpesium triste","Carpesium triste","Compositae","Lowland","Bu","China"
"Carum buriaticum","Carum buriaticum","Apiaceae","Lowland","Bu","China"
"Carum buriaticum Turcz.f.","Carum buriaticum","Apiaceae","Lowland","Liu","China"
"Carum carvi","Carum carvi","Apiaceae","Generalist","Bu","China"
"Caryopteris mongholica","Caryopteris mongholica","Lamiaceae","Lowland","Bu","China"
"Catolobus pendulus","Catolobus pendulus","Brassicaceae","Generalist","Bu","China"
"Cephalanoplos sagetum","Cirsium arvense","Compositae","Generalist","Bu","China"
"Cephalanoplos segetum","Cirsium arvense","Compositae","Generalist","Bu","China"
"Cerastium fontanum","Cerastium fontanum","Caryophyllaceae","Lowland","Bu","China"
"Cerastium fontanum Baumg. subsp. triviale (Link) Jalas","Cerastium fontanum","Caryophyllaceae","Lowland","Liu","China"
"Cerastium pusillum","Cerastium pusillum","Caryophyllaceae","Lowland","Bu","China"
"Ceratoides arborescens (Losina-Losinskaja) Czerepanov","Krascheninnikovia ceratoides","Amaranthaceae","Lowland","Liu","China"
"Chaetoseris roborowskii","Chaetoseris roborowskii","Compositae","Lowland","Bu","China"
"Chamaesium paradoxum","Chamaesium paradoxum","Apiaceae","Strict","Bu","China"
"Chamaesium thalictrifolium Wolff","Chamaesium thalictrifolium","Apiaceae","Lowland","Liu","China"
"Chelidonium majus L.","Chelidonium majus","Papaveraceae","Lowland","Liu","China"
"Chenopodium acuminatum","Chenopodium acuminatum","Amaranthaceae","Lowland","Bu","China"
"Chenopodium album L.","Chenopodium album","Amaranthaceae","Lowland","Liu","China"
"Chenopodium aristatum L.","Dysphania aristata","Amaranthaceae","Lowland","Liu","China"
"Chenopodium foetidum Schrad.","Dysphania schraderiana","Amaranthaceae","Lowland","Liu","China"
"Chenopodium glaucum","Chenopodium glaucum","Amaranthaceae","Lowland","Bu","China"
"Chenopodium glaucum L.","Chenopodium glaucum","Amaranthaceae","Lowland","Liu","China"
"Chenopodium hybridum","Chenopodium hybridum","Amaranthaceae","Lowland","Bu","China"
"Chenopodium iljinii","Chenopodium iljinii","Amaranthaceae","Lowland","Bu","China"
"Chenopodium prostratum Bunge","Chenopodium karoi","Amaranthaceae","Lowland","Liu","China"
"Chenopodium vulvaria","Chenopodium vulvaria","Amaranthaceae","Lowland","Bu","China"
"Chorispora tenella","Chorispora tenella","Brassicaceae","Lowland","Bu","China"
"Chrysosplenium uniflorum","Chrysosplenium uniflorum","Saxifragaceae","Generalist","Bu","China"
"Cificifuga foetida","Actaea cimicifuga","Ranunculaceae","Lowland","Bu","China"
"Cimicifuga foetida L.","Actaea cimicifuga","Ranunculaceae","Lowland","Liu","China"
"Circaeaster agrestis","Circaeaster agrestis","Circaeasteraceae","Generalist","Bu","China"
"Circaeaster agrestis Maxim.","Circaeaster agrestis","Circaeasteraceae","Generalist","Liu","China"
"Cirsium arvense","Cirsium arvense","Compositae","Generalist","Bu","China"
"Cirsium japonicum","Cirsium japonicum","Compositae","Lowland","Bu","China"
"Cirsium lanatum","Cirsium lanatum","Compositae","Generalist","Bu","China"
"Cirsium leo","Cirsium leo","Compositae","Lowland","Bu","China"
"Cirsium leo Nakai et Kitag.","Cirsium leo","Compositae","Lowland","Liu","China"
"Cirsium shansiense","Cirsium shansiense","Compositae","Lowland","Bu","China"
"Cirsium souliei","Cirsium souliei","Compositae","Generalist","Bu","China"
"Clematis apiifolia","Clematis apiifolia","Ranunculaceae","Lowland","Bu","China"
"Clematis brevicaudata","Clematis brevicaudata","Ranunculaceae","Lowland","Bu","China"
"Clematis brevicaudata DC.","Clematis brevicaudata","Ranunculaceae","Lowland","Liu","China"
"Clematis clarkeana","Clematis clarkeana","Ranunculaceae","Lowland","Bu","China"
"Clematis glauca","Clematis glauca","Ranunculaceae","Lowland","Bu","China"
"Clematis nannophylla","Clematis nannophylla","Ranunculaceae","Lowland","Bu","China"
"Clematis tangutica","Clematis tangutica","Ranunculaceae","Generalist","Bu","China"
"Clematis tangutica (Maxim.) Korsh.","Clematis tangutica","Ranunculaceae","Generalist","Liu","China"
"Clinopodium chinense","Clinopodium chinense","Lamiaceae","Lowland","Bu","China"
"Cnidium monnieri (L.) Cuss.","Cnidium monnieri","Apiaceae","Lowland","Liu","China"
"Codonopsis canescens Nannf.","Codonopsis canescens","Campanulaceae","Lowland","Liu","China"
"Codonopsis foetens","Codonopsis foetens","Campanulaceae","Strict","Bu","China"
"Codonopsis pilosula","Codonopsis pilosula","Campanulaceae","Lowland","Bu","China"
"Codonopsis pilosula (Franch.) Nannf.","Codonopsis pilosula","Campanulaceae","Lowland","Liu","China"
"Codonopsis viridiflora","Codonopsis viridiflora","Campanulaceae","Lowland","Bu","China"
"Coluria longifolia","Coluria longifolia","Rosaceae","Generalist","Bu","China"
"Coluria longifolia Maxim.","Coluria longifolia","Rosaceae","Generalist","Liu","China"
"Comastoma falcatum","Comastoma falcatum","Gentianaceae","Generalist","Bu","China"
"Comastoma pedunculatum","Comastoma pedunculatum","Gentianaceae","Strict","Bu","China"
"Comastoma pedunculatum (Royle ex D.Don) Holub","Comastoma pedunculatum","Gentianaceae","Strict","Liu","China"
"Comastoma pulmonarium","Comastoma pulmonarium","Gentianaceae","Strict","Bu","China"
"Comastoma pulmonarium (Turcz.) Toyokuni","Comastoma pulmonarium","Gentianaceae","Strict","Liu","China"
"Convolvulus arvensis","Convolvulus arvensis","Convolvulaceae","Generalist","Bu","China"
"Corispermum stauntonii","Corispermum stauntonii","Amaranthaceae","Lowland","Bu","China"
"Corispermum tibeticum Iljin","Corispermum tibeticum","Amaranthaceae","Lowland","Liu","China"
"Corydalis adunca","Corydalis adunca","Papaveraceae","Lowland","Bu","China"
"Corydalis adunca Maxim.","Corydalis adunca","Papaveraceae","Lowland","Liu","China"
"Corydalis edulis","Corydalis edulis","Papaveraceae","Lowland","Bu","China"
"Corydalis melanochlora","Corydalis melanochlora","Papaveraceae","Strict","Bu","China"
"Corydalis ophiocarpa","Corydalis ophiocarpa","Papaveraceae","Lowland","Bu","China"
"Corydalis pseudoimpatiens Feddle","Corydalis pseudimpatiens","Papaveraceae","Lowland","Liu","China"
"Cotoneaster foveolatus","Cotoneaster foveolatus","Rosaceae","Lowland","Bu","China"
"Cremanthodium brunneopilosum","Cremanthodium brunneopilosum","Compositae","Strict","Bu","China"
"Cremanthodium discoideum Maxim.","Cremanthodium discoideum","Compositae","Strict","Liu","China"
"Cremanthodium lineare","Cremanthodium lineare","Compositae","Generalist","Bu","China"
"Cryptothladia parviflora","Cryptothladia parviflora","Caprifoliaceae","Lowland","Bu","China"
"Cucubalus baccifer L.","Silene baccifera","Caryophyllaceae","Lowland","Liu","China"
"Curscuta euvopaea","Cuscuta europaea","Convolvulaceae","Lowland","Bu","China"
"Curscuta japonica","Cuscuta japonica","Convolvulaceae","Lowland","Bu","China"
"Cuscuta chinensis","Cuscuta chinensis","Convolvulaceae","Lowland","Bu","China"
"Cuscuta europaea L.","Cuscuta europaea","Convolvulaceae","Lowland","Liu","China"
"Cuscuta japonica Choisy","Cuscuta japonica","Convolvulaceae","Lowland","Liu","China"
"Cyananthus hookeri","Cyananthus hookeri","Campanulaceae","Generalist","Bu","China"
"Cyananthus hookeri C.B.Clarke","Cyananthus hookeri","Campanulaceae","Generalist","Liu","China"
"Cynanchum inamoenum","Cynanchum inamoenum","Apocynaceae","Lowland","Bu","China"
"Cynanchum inamoenum (Maxim.) Loes.","Cynanchum inamoenum","Apocynaceae","Lowland","Liu","China"
"Cynodon dactylon (L.) Pers.","Cynodon dactylon","Poaceae","Lowland","Liu","China"
"Cynoglossum amabile Stapf et Drumm.","Cynoglossum amabile","Boraginaceae","Lowland","Liu","China"
"Cynoglossum lanceolatum","Cynoglossum lanceolatum","Boraginaceae","Lowland","Bu","China"
"Datura stramonium","Datura stramonium","Solanaceae","Lowland","Bu","China"
"Daucus carota","Daucus carota","Apiaceae","Lowland","Bu","China"
"Delphinium albocoeruleum","Delphinium albocoeruleum","Ranunculaceae","Generalist","Bu","China"
"Delphinium albocoeruleum Maxim.","Delphinium albocoeruleum","Ranunculaceae","Generalist","Liu","China"
"Delphinium campylocentrum","Delphinium campylocentrum","Ranunculaceae","Lowland","Bu","China"
"Delphinium kamaonense","Delphinium kamaonense","Ranunculaceae","Lowland","Bu","China"
"Delphinium kamaonense Hunth var. glabrescens (W.T.Wang) W.T.Wang","Delphinium kamaonense","Ranunculaceae","Lowland","Liu","China"
"Delphinium pylzowii Maxim. var. trigynum W.T. Wang","Delphinium pylzowii","Ranunculaceae","Strict","Liu","China"
"Delphinium siwanense","Delphinium siwanense","Ranunculaceae","Lowland","Bu","China"
"Delphinium siwanense Franch. var. leptopogon (Hand.-Mazz.) W.T.Wang","Delphinium siwanense","Ranunculaceae","Lowland","Liu","China"
"Delphinium souliei","Delphinium souliei","Ranunculaceae","Strict","Bu","China"
"Delphinium sparsiflorum","Delphinium sparsiflorum","Ranunculaceae","Lowland","Bu","China"
"Dendranthema lavandulifolium","Dendranthema lavandulifolium","Compositae","Lowland","Bu","China"
"Deschampsia caespitosa (L.) Beauv.","Deschampsia cespitosa","Poaceae","Generalist","Liu","China"
"Descurainia sophia","Descurainia sophia","Brassicaceae","Lowland","Bu","China"
"Descurainia sophia (L.) Webb ex Prantl","Descurainia sophia","Brassicaceae","Lowland","Liu","China"
"Deyeuxia flavens","Deyeuxia flavens","Poaceae","Generalist","Bu","China"
"Deyeuxia flavens Keng","Deyeuxia flavens","Poaceae","Generalist","Liu","China"
"Dianthus superbus","Dianthus superbus","Caryophyllaceae","Lowland","Bu","China"
"Dianthus superbus","Dianthus superbus","Caryophyllaceae","Lowland","Mondoni","Italy"
"Dianthus superbus L.","Dianthus superbus","Caryophyllaceae","Lowland","Liu","China"
"Dicranostigma lactucoides Hook. f. et Thoms.","Dicranostigma lactucoides","Papaveraceae","Strict","Liu","China"
"Dicranostigma leptopodum (Maxim.) Fedde","Dicranostigma leptopodum","Papaveraceae","Lowland","Liu","China"
"Digitaria ciliaris","Digitaria ciliaris","Poaceae","Lowland","Bu","China"
"Digitaria ciliaris (Retz.) Koel.","Digitaria ciliaris","Poaceae","Lowland","Liu","China"
"Digitaria sanguinalis","Digitaria sanguinalis","Poaceae","Lowland","Bu","China"
"Dipsacus chinensis","Dipsacus chinensis","Caprifoliaceae","Lowland","Bu","China"
"Dipsacus inermis","Dipsacus inermis","Caprifoliaceae","Lowland","Bu","China"
"Dipsacus japonicus","Dipsacus japonicus","Caprifoliaceae","Lowland","Bu","China"
"Dipsacus japonicus Miq.","Dipsacus japonicus","Caprifoliaceae","Lowland","Liu","China"
"Dispsacus japonicus","Dipsacus japonicus","Caprifoliaceae","Lowland","Bu","China"
"Dontostemon micranthus","Dontostemon micranthus","Brassicaceae","Lowland","Bu","China"
"Doronicum stenoglossum","Doronicum stenoglossum","Compositae","Lowland","Bu","China"
"Draba eriopoda","Draba eriopoda","Brassicaceae","Generalist","Bu","China"
"Draba eriopoda Turcz.","Draba eriopoda","Brassicaceae","Generalist","Liu","China"
"Draba ladyginii","Draba ladyginii","Brassicaceae","Generalist","Bu","China"
"Draba lanceolata","Draba lanceolata","Brassicaceae","Generalist","Bu","China"
"Draba nemorosa L.","Draba nemorosa","Brassicaceae","Generalist","Liu","China"
"Draba oreades","Draba oreades","Brassicaceae","Generalist","Bu","China"
"Dracocephalum heterophyllum","Dracocephalum heterophyllum","Lamiaceae","Generalist","Bu","China"
"Dracocephalum heterophyllum Benth","Dracocephalum heterophyllum","Lamiaceae","Generalist","Liu","China"
"Dracocephalum tanguticum","Dracocephalum tanguticum","Lamiaceae","Strict","Bu","China"
"Dracocephalum tanguticum Maxim.","Dracocephalum tanguticum","Lamiaceae","Strict","Liu","China"
"Duchesnea indica (Andr.) Focke","Duchesnea indica","Rosaceae","Lowland","Liu","China"
"Duthiea brachypodium","Duthiea brachypodium","Poaceae","Strict","Bu","China"
"Dysphania aristata","Dysphania aristata","Amaranthaceae","Lowland","Bu","China"
"Echinochloa colona","Echinochloa colona","Poaceae","Lowland","Bu","China"
"Echinochloa crus-galli","Echinochloa crus-galli","Poaceae","Lowland","Liu","China"
"Echinochloa crusgalli","Echinochloa crus-galli","Poaceae","Lowland","Bu","China"
"Elsholtzia densa","Elsholtzia densa","Lamiaceae","Lowland","Bu","China"
"Elsholtzia densa Benth.","Elsholtzia densa","Lamiaceae","Lowland","Liu","China"
"Elsholtzia densa Benth. var. calycocarpa (Diels)C.Y.Wu et S.C.Huang","Elsholtzia densa","Lamiaceae","Lowland","Liu","China"
"Elsholtzia feddeibenth","Elsholtzia feddei","Lamiaceae","Lowland","Bu","China"
"Elsholtzia fruticosa (D. Don) Rehd.","Elsholtzia fruticosa","Lamiaceae","Lowland","Liu","China"
"Elsholtzia serotina","Elsholtzia serotina","Lamiaceae","Lowland","Bu","China"
"Elymus angulatus","Elymus angulatus","Poaceae",NA,"Bu","China"
"Elymus antiquus","Elymus antiquus","Poaceae","Lowland","Bu","China"
"Elymus atratus","Elymus atratus","Poaceae","Lowland","Bu","China"
"Elymus barystachyus A.Love.","Elymus barystachyus","Poaceae","Lowland","Liu","China"
"Elymus burchan-buddae","Elymus burchan-buddae","Poaceae","Strict","Bu","China"
"Elymus cylindricus (Franch.) Honda","Elymus dahuricus","Poaceae","Lowland","Liu","China"
"Elymus dahuricus","Elymus dahuricus","Poaceae","Lowland","Bu","China"
"Elymus dahuricus Turcz. ex Griseb.","Elymus dahuricus","Poaceae","Lowland","Liu","China"
"Elymus durus","Elymus durus","Poaceae","Lowland","Bu","China"
"Elymus excelsus Turez.","Elymus dahuricus","Poaceae","Lowland","Liu","China"
"Elymus kokonoricus","Elymus kokonoricus","Poaceae","Lowland","Bu","China"
"Elymus nutans","Elymus nutans","Poaceae","Lowland","Bu","China"
"Elymus pendulinus","Elymus pendulinus","Poaceae","Lowland","Bu","China"
"Elymus sibiricus","Elymus sibiricus","Poaceae","Generalist","Bu","China"
"Elymus strictus","Elymus strictus","Poaceae","Lowland","Bu","China"
"Elymus tangutorum","Elymus tangutorum","Poaceae","Lowland","Bu","China"
"Elymus tangutorum (Neuski) Hand.-Mazz.","Elymus tangutorum","Poaceae","Lowland","Liu","China"
"Elymus varius","Elymus varius","Poaceae","Lowland","Bu","China"
"Epilobium angustifolium","Epilobium angustifolium","Onagraceae","Generalist","Bu","China"
"Epilobium angustifolium","Epilobium angustifolium","Onagraceae","Generalist","Mondoni","Italy"
"Epilobium angustifolium (L.) Scop. ","Epilobium angustifolium","Onagraceae","Generalist","Liu","China"
"Epilobium hirsutum","Epilobium hirsutum","Onagraceae","Lowland","Bu","China"
"Epilobium palustre","Epilobium palustre","Onagraceae","Generalist","Bu","China"
"Epilobium palustre L.","Epilobium palustre","Onagraceae","Generalist","Liu","China"
"Eragrostis cilianensis","Eragrostis cilianensis","Poaceae","Lowland","Bu","China"
"Eragrostis nigra","Eragrostis nigra","Poaceae","Lowland","Bu","China"
"Eragrostis nigra Nees ex Steud.","Eragrostis nigra","Poaceae","Lowland","Liu","China"
"Eremogone przewalskii","Eremogone przewalskii","Caryophyllaceae","Lowland","Bu","China"
"Erigeron acer","Erigeron acer","Compositae","Lowland","Bu","China"
"Erigeron acer L.","Erigeron acer","Compositae","Lowland","Liu","China"
"Erigeron canadensis","Erigeron canadensis","Compositae","Lowland","Bu","China"
"Erodium stephanianum","Erodium stephanianum","Geraniaceae","Lowland","Bu","China"
"Eruca sativa Mill.","Eruca vesicaria","Brassicaceae","Lowland","Liu","China"
"Eruca vesicaria","Eruca vesicaria","Brassicaceae","Lowland","Bu","China"
"Euphorbia esula","Euphorbia esula","Euphorbiaceae","Lowland","Bu","China"
"Euphorbia helioscopia L.","Euphorbia helioscopia","Euphorbiaceae","Lowland","Liu","China"
"Euphorbia humifusa","Euphorbia humifusa","Euphorbiaceae","Lowland","Bu","China"
"Euphorbia tibetica","Euphorbia tibetica","Euphorbiaceae","Generalist","Bu","China"
"Euphrasia pectinata","Euphrasia pectinata","Orobanchaceae","Lowland","Bu","China"
"Euphrasia regelii Wettst.","Euphrasia regelii","Orobanchaceae","Lowland","Liu","China"
"Fagonum tataricum","Fagopyrum tataricum","Polygonaceae","Lowland","Bu","China"
"Fagonum wrophyllum","Fagopyrum urophyllum","Polygonaceae","Lowland","Bu","China"
