"TPLName","Dormancy"
"Dimorphotheca tragus","PD"
"Dimorphotheca vaill.","PD"
"Dinizia excelsa","PY"
"Diocoreophyllum cumminsii","PD"
"Diodea teres","PD"
"Dioon spinulosum","MPD"
"Dioscorea balcanica","PD"
"Dioscorea caucasica","PD"
"Dioscorea collettii","MPD"
"Dioscorea communis","PD"
"Dioscorea composita","MD"
"Dioscorea dregeana","PD"
"Dioscorea floribunda","MD"
"Dioscorea hastifolia","PD"
"Dioscorea japonica","MPD"
"Dioscorea nipponica","PD"
"Dioscorea praehensilis","ND"
"Dioscorea quinquelobata","MPD"
"Dioscorea septemloba","MPD"
"Dioscorea spiculiflora","ND"
"Dioscorea tenuipes","MPD"
"Dioscorea tokoro","MPD"
"Dioscorea villosa","MPD"
"Diospyros abyssinica","PD"
"Diospyros andamanica","ND"
"Diospyros argentea","ND"
"Diospyros bejaudii","ND"
"Diospyros brasiliensis","PD"
"Diospyros cayennensis","PD"
"Diospyros coaetanca","PD"
"Diospyros confertiflora","PD"
"Diospyros diepenhorstii","PD"
"Diospyros discolor","ND"
"Diospyros ebenum","ND"
"Diospyros ehretioides","PD"
"Diospyros gabunensis","ND"
"Diospyros glandulosa","PD"
"Diospyros hebecarpa","ND"
"Diospyros hillebrandii","PD"
"Diospyros hispida","PD"
"Diospyros ismailii","PD"
"Diospyros kaki","PD"
"Diospyros kirkii","PD"
"Diospyros lycioides","PD"
"Diospyros maingayi","PD"
"Diospyros malabarica","ND"
"Diospyros mannii","ND"
"Diospyros maritima","ND"
"Diospyros marmorata","ND"
"Diospyros melanoxylon","PD"
"Diospyros mespiliformis","PD"
"Diospyros mollis","PD"
"Diospyros montana","PD"
"Diospyros morrisiana","ND"
"Diospyros mun","ND"
"Diospyros palmeri","PD"
"Diospyros pendula","PD"
"Diospyros physocalycina","ND"
"Diospyros pilosanthera","ND"
"Diospyros quaesita","PD"
"Diospyros sandwicensis","PD"
"Diospyros sanza-minika","ND"
"Diospyros soubreana","PD"
"Diospyros sumatrana","ND"
"Diospyros tetrasperma","PD"
"Diospyros texana","ND"
"Diospyros undulata","PD"
"Diospyros vaccinioides","PD"
"Diospyros vera","ND"
"Diospyros virginiana","PD"
"Diospyros whyteana","PD"
"Diospyros zombensis","PD"
"Diphasia klaineana","PD"
"Diphysa americana","ND"
"Diploglottis diphyllostegia","PD"
"Diploknema butyracea","PD"
"Diploknema sebifera","ND"
"Diplolaena angustifolia","PD"
"Diplolaena dampieri","PD"
"Diplolaena grandiflora","ND"
"Diplospora dubia","PD"
"Diplospora malaccensis","ND"
"Diplotaenia damavandica","MPD"
"Diplotaxis erucoides","ND"
"Diplotaxis ilorcitana","PD"
"Diplotaxis muralis","PD"
"Diplotaxis tenuifolia","PD"
"Diplotaxis virgata","PD"
"Diplotropis purpurea","ND"
"Dipsacus fullonum","PD"
"Dipsacus japonicus","PD"
"Dipterocarpus alatus","ND"
"Dipterocarpus baudii","ND"
"Dipterocarpus chartaceus","ND"
"Dipterocarpus cornutus","ND"
"Dipterocarpus costatus","ND"
"Dipterocarpus grandiflorus","ND"
"Dipterocarpus kunstleri","ND"
"Dipterocarpus oblongifolius","ND"
"Dipterocarpus obtusifolius","ND"
"Dipterocarpus retusus","ND"
"Dipterocarpus sublamellatus","ND"
"Dipterocarpus tuberculatus","ND"
"Dipterocarpus turbinatus","ND"
"Dipterocarpus zeylanicus","ND"
"Dipteronia dyeriana","PD"
"Dipteryx alata","PY"
"Dipteryx magnifica","PY"
"Dipteryx odorata","PY"
"Dipteryx oleifera","PD"
"Diptychocarpus strictus","PD"
"Dirca occidentalis","PD"
"Dirca palustris","PD"
"Discaria nitida","PD"
"Discaria pubescens","PD"
"Discaria toumatou","PYPD"
"Dischidia nummularia","ND"
"Discocactus zenthneri","PD"
"Discoglypremna caloneura","ND"
"Discopodium penninervium","PD"
"Distemonanthus benthamianus","PY"
"Distichlis spicata","PD"
"Distichostemon hispidulus","PY"
"Dobera glabra","PD"
"Doboecia cantabrica","PD"
"Dodecatheon alpinum","PD"
"Dodecatheon meadia","PD"
"Dodecatheon pulchellum","PD"
"Dodonaea aptera","PY"
"Dodonaea hackettiana","PY"
"Dodonaea platyptera","PY"
"Dodonaea ptarmicaefolia","PY"
"Dodonaea stenozyga","PY"
"Dodonaea subglandulifera","PY"
"Dodonaea triquetra","PY"
"Dodonaea viscosa","PY"
"Dodonea angustifolia","PY"
"Dodonea stenozyga","PY"
"Dodonea viscosa","PY"
"Dolichandrone spathacea","ND"
"Doliocarpus dentatus","MPD"
"Doliocarpus major","MPD"
"Doliocarpus olivaceus","MPD"
"Doliocarpus spraguei","MD"
"Dombeya rotundifolia","PD"
"Dombeya torrida","ND"
"Dontostemon glandulosus","PD"
"Dontostemon integrifolius","PD"
"Dontostemon micranthus","PD"
"Doronicum grandiflorum","PD"
"Doronicum stenoglossum","PD"
"Doryanthes excelsa","PD"
"Dorycnium pentaphyllum","PY"
"Dovyalis caffra","ND"
"Dovyalis zenkeri","ND"
"Downingia elegans","ND"
"Draba cana","PD"
"Draba eriopoda","PD"
"Draba hirta","PD"
"Draba lanceolata","PD"
"Draba mongolica","PD"
"Draba muralis","PD"
"Draba nuda","PD"
"Dracaena konaensis","PD"
"Dracaena mannii","PD"
"Dracocephalum heterophyllum","PD"
"Dracocephalum moldavica","PD"
"Dracocephalum purdomii","PD"
"Dracocephalum ruyschiana","PD"
"Dracocephalum tanguticum","PD"
"Dracocephalum thymiflorum","PD"
"Dracontomelom dao","PD"
"Dracontomelom duperreanum","PD"
"Dracontomelom mangiferum","PD"
"Dracontomelum dao","PD"
"Drepananthus pruniferus","MPD"
"Drepanostachyum falcatum","ND"
"Drepanostachyum intermedium","ND"
"Drimia elata","MD"
"Drimia exuviata","MPD"
"Drimia maritima","MPD"
"Drimycarpus luridus","PD"
"Drimys brasiliensis","MPD"
"Drimys confertifolia","MPD"
"Drimys granadensis","MPD"
"Drimys winteri","MPD"
"Drosanthemum hispidum","PD"
"Drosanthemum montaguense","ND"
"Drosanthemum speciosum","PD"
"Drosanthemum thudichumii","PD"
"Drosera anglica","PD"
"Drosera capensis","PD"
"Drosera gigantea","PD"
"Drosera glanduligera","PD"
"Drosera heterophylla","PD"
"Drosera intermedia","PD"
"Drosera macrantha","PD"
"Drosera menziesii","PD"
"Drosera pallida","PD"
"Drosera rotundifolia","PD"
"Drosera spatulata","PD"
"Drosera stolonifera","PD"
"Dryandra acanthopoda","ND"
"Dryandra anatona","ND"
"Dryandra arctotidis","PD"
"Dryandra aurantia","ND"
"Dryandra baxteri","PD"
"Dryandra borealis","PD"
"Dryandra calophylla","PD"
"Dryandra carlinoides","PD"
"Dryandra cirsioides","PD"
"Dryandra conferta","ND"
"Dryandra corvijuga","ND"
"Dryandra cuneata","PD"
"Dryandra cynaroides","PD"
"Dryandra epimicta","ND"
"Dryandra erythrocephala","PD"
"Dryandra falcata","PD"
"Dryandra ferruginea","PD"
"Dryandra foliosissima","PD"
"Dryandra formosa","PD"
"Dryandra fraseri","PD"
"Dryandra fuscobractea","ND"
"Dryandra ionthocarpa","ND"
"Dryandra lepidorhiza","ND"
"Dryandra longifolia","ND"
"Dryandra meganotia","ND"
"Dryandra mimica","ND"
"Dryandra montana","PD"
"Dryandra mucronulata","PD"
"Dryandra nivea","PD"
"Dryandra nobilis","PD"
"Dryandra obtusa","PD"
"Dryandra octotriginta","ND"
"Dryandra plumosa","PD"
"Dryandra polycephala","PD"
"Dryandra praemorsa","PD"
"Dryandra preissii","PD"
"Dryandra proteoides","PD"
"Dryandra pteridifolia","PD"
"Dryandra quercifolia","PD"
"Dryandra seneciifolia","PD"
"Dryandra serra","PD"
"Dryandra serratuloides","ND"
"Dryandra sessilis","PD"
"Dryandra shuttleworthiana","PD"
"Dryandra squarrosa","ND"
"Dryandra stricta","ND"
"Dryandra stuposa","PD"
"Dryandra subulata","PD"
"Dryandra tenuifolia","PD"
"Dryandra vestita","PD"
"Dryandra viscida","PD"
"Dryas integrifolia","ND"
"Dryas octopetala","PD"
"Drymophloeus litigiosus","MPD"
"Drymophloeus oliviformis","MPD"
"Dryobalanops lanceolata","ND"
"Dryobalanops oblongifolia","ND"
"Dryobalanops sumatrensis","ND"
"Drypetes assamica","PD"
"Drypetes gossweileri","PD"
"Drypetes kikir","PD"
"Drypetes klainei","ND"
"Drypetes lateriflora","PD"
"Drypetes littoralis","ND"
"Drypetes longifolia","PD"
"Drypetes pendula","PD"
"Duabanga grandiflora","PD"
"Dubautia herbstobatae","PD"
"Dubautia latifolia","PD"
"Dubautia menziesii","PD"
"Dubautia scabra","PD"
"Duboisia hopwoodii","PD"
"Duboisia leichhardtii","PD"
"Duboscia macrocarpa","ND"
"Duboscia viridiflora","PY"
"Duchesnea indica","PD"
"Duckeodendron cestroides","PD"
"Duguetia barteri","MD"
"Duguetia lanceolata","MPD"
"Duguetia staudtii","MD"
"Dulichium arundinaceum","PD"
"Duma florulenta","ND"
"Duranta erecta","PD"
"Durio carinatus","ND"
"Durio graveolens","ND"
"Durio griffithii","ND"
"Durio lowianus","ND"
"Durio malaccensis","PD"
"Durio oxleyanus","ND"
"Durio singaporensis","PD"
"Durio zibethinus","ND"
"Dussia mexicana","PY"
"Duthiea brachypodium","PD"
"Dyckia encholirioides","ND"
"Dyckia pseudococcinea","ND"
"Dyckia sordida","PD"
"Dyckia tuberosa","ND"
"Dyckia ursina","ND"
"Dyera costulata","PD"
"Dypsis cabadae","MPD"
"Dypsis decaryi","MPD"
"Dypsis lutescens","MPD"
"Dypsis pinnatifrons","MD"
"Dysoxylum allectium","PD"
"Dysoxylum angustifolium","ND"
"Dysoxylum arborescens","PD"
"Dysoxylum cauliflorum","PD"
"Dysoxylum densiflorum","PD"
"Dysoxylum excelsum","PD"
"Dysoxylum gaudichaudianum","ND"
"Dysoxylum pettigrewianum","ND"
"Dysoxylum spectabile","ND"
"Dysphania aristata","PD"
"Dysphania botrys","PD"
"Ebenopsis ebano","PY"
"Eccremocarpus scaber","PD"
"Echinacea angustifolia","PD"
"Echinacea pallida","PD"
"Echinacea purpurea","PD"
"Echinacea simulata","PD"
"Echinacea tennesseensis","PD"
"Echinocactus grusonii","PD"
"Echinocactus platyacanthus","PD"
"Echinocactus texensis","ND"
"Echinochloa colona","PD"
"Echinochloa crus-galli","PD"
"Echinochloa frumentacea","PD"
"Echinochloa oryzoides","PD"
"Echinocystis lobata","PD"
"Echinodorus berteroi","PD"
"Echinolaena inflexa","PD"
"Echinomastus mariposensis","PD"
"Echinophora trichophylla","PD"
"Echinopogon caespitosus","PD"
"Echinops sphaerocephalus","ND"
"Echinops spinosissimus","PD"
"Echinopsis terscheckii","ND"
"Echinopsis thionantha","ND"
"Echinospartium barnadesii","PY"
"Echium acanthocarpum","PD"
"Echium angustifolium","PD"
"Echium strictum","PD"
"Echium vulgare","PD"
"Eclipta prostrata","PD"
"Ectrosia leporina","PD"
"Edmondia sesamoides","PD"
"Egletes viscosa","PD"
"Ehrendorferia chrysantha","MPD"
"Ehrendorferia ochroleuca","MPD"
"Ehretia acuminata","PD"
"Ehretia anacua","PD"
"Ehretia cymosa","PD"
"Ehretia laevis","PD"
"Ehretia microphylla","PD"
"Ehretia tinifolia","PD"
"Ehrharta calycina","PD"
"Ehrharta stipoides","ND"
"Eichhornia crassipes","PD"
"Ekebergia capensis","PD"
"Elaeagnus angustifolia","PD"
"Elaeagnus commutata","PD"
"Elaeagnus latifolia","PD"
"Elaeagnus rhamnoides","PD"
"Elaeagnus umbellata","PD"
"Elaeis guineensis","MPD"
"Elaeis oleifera","MPD"
"Elaeocarpus angustifolius","PD"
"Elaeocarpus bifidus","PD"
"Elaeocarpus bracteatus","PD"
"Elaeocarpus dentatus","PD"
"Elaeocarpus floribundus","PD"
"Elaeocarpus hookerianus","PD"
"Elaeocarpus japonicus","PD"
"Elaeocarpus lanceifolius","PD"
"Elaeocarpus multiflorus","PD"
"Elaeocarpus nitentifolius","PD"
"Elaeocarpus oblongus","PD"
"Elaeocarpus petiolatus","PD"
"Elaeocarpus prunifolius","PD"
"Elaeocarpus stipularis","PD"
"Elaeocarpus sylvestris","PD"
"Elaeocarpus tuberculatus","PD"
"Elaeoluma glabrescens","ND"
"Elateriospermum tapos","ND"
"Elatine americana","PD"
"Elegia cuspidata","PD"
"Elegia ebracteata","PD"
"Elegia fenestrata","PD"
"Elegia filacea","PD"
"Elegia hookeriana","PD"
"Elegia macrocarpa","PD"
"Elegia mucronata","PD"
"Elegia persistens","PD"
"Elegia tectorum","PD"
"Eleiodoxa conferta","MPD"
"Eleocharis acicularis","PD"
"Eleocharis acuta","PD"
"Eleocharis cellulosa","PD"
"Eleocharis coloradoensis","PD"
"Eleocharis dietrichiana","PD"
"Eleocharis keigheryi","PD"
"Eleocharis obtusa","PD"
"Eleocharis palustris","PD"
"Eleocharis pusilla","PD"
"Eleocharis quinqueflora","PD"
"Eleocharis sphacelata","PD"
"Eleocharis wichurae","PD"
"Elephantopus carolinianus","PD"
"Elephantopus mollis","PD"
"Elephantorrhiza elephantina","PY"
"Elettaria cardamomum","PD"
"Eleusine coracana","PD"
"Eleusine indica","PD"
"Eleutherococcus giraldii","MPD"
"Eleutherococcus henryi","MPD"
"Eleutherococcus senticosus","MPD"
"Eleutherococcus sessiliflorus","MPD"
"Eleutherococcus setchuenensis","MPD"
"Eleutherococcus stenophyllus","MPD"
"Elliottia racemosa","PD"
"Elsholtzia densa","PD"
"Elsholtzia fruticosa","PD"
"Elymus antiquus","ND"
"Elymus atratus","ND"
"Elymus barystachyus","PD"
"Elymus brevipes","ND"
"Elymus canadensis","PD"
"Elymus caninus","PD"
"Elymus dahuricus","ND"
"Elymus durus","ND"
"Elymus elymoides","PD"
"Elymus glaucus","ND"
"Elymus nutans","ND"
"Elymus patagonicus","PD"
"Elymus repens","PD"
"Elymus retusus","PD"
"Elymus scabrifolius","ND"
"Elymus semicostatus","PD"
"Elymus sibiricus","PD"
"Elymus smithii","PD"
"Elymus spectabilis","PD"
"Elymus spicatus","PD"
"Elymus strictus","PD"
"Elymus tangutorum","PD"
"Elymus trachycaulus","PD"
"Elymus trichodes","PD"
"Elymus varius","ND"
"Elymus villosus","PD"
"Elymus virginicus","PD"
"Elyonurus adustus","ND"
"Elytropus chilensis","PD"
"Embelia pacifica","PD"
"Embothrium coccineum","PD"
"Emex australis","PD"
"Emex spinosa","PD"
"Emilia sonchifolia","PD"
"Eminium koenenianum","MPD"
"Emmenanthe penduliflora","PD"
"Emmotum nitens","PD"
"Empetrum hermaphorditum","PD"
"Empetrum nigrum","PD"
"Empetrum rubrum","PD"
"Encelia farinosa","PD"
"Encelia virginensis","PD"
"Encholirium heloisae","ND"
"Encholirium magalhaesii","ND"
"Encholirium pedicellatum","ND"
"Encholirium reflexum","ND"
"Encholirium scrutor","ND"
"Encholirium subsecundum","ND"
"Enchylaena tomentosa","PD"
"Endiandra bessaphila","ND"
"Endiandra cowleyana","PD"
"Endiandra leptodendron","ND"
"Endiandra longipedicellata","ND"
"Endiandra loorain","PD"
"Endlicheria paniculata","PD"
"Endocomia macrocoma","MD"
"Endonema retzioides","PD"
"Endopleura uchi","PD"
"Endospermum chinense","PD"
"Endospermum diadenum","PD"
"Enemion biternatum","MD"
"Engelhardtia roxburghiana","PD"
"Engelhardtia spicata","ND"
"Engelmannia pinnatifida","PD"
"Englerophytum magalismontanum","ND"
"Enhalus acoroides","ND"
"Enkianthus quinqueflorus","ND"
"Enneapogon avenaceus","PD"
"Enneapogon cylindricus","PD"
"Enneapogon desvauxii","ND"
"Enneapogon ovina","PD"
"Enneapogon pallidus","PD"
"Enneapogon polyphyllus","PD"
"Enneapogon rubra","PD"
"Enneapogon sulcata","PD"
"Ensete ventricosum","PD"
"Entada abyssinica","PY"
"Entada africana","PY"
"Entada gigas","PY"
"Entada polyphylla","ND"
"Entada polystachya","PY"
"Entada rheedii","PY"
"Entandrophragma angolense","PD"
"Entandrophragma bussei","PD"
"Entandrophragma candollei","ND"
"Entandrophragma cylindricum","ND"
"Entandrophragma excelsum","PD"
"Entandrophragma utile","ND"
"Enterolobium contortisiliquum","PY"
"Enterolobium cyclocarpum","PY"
"Enterolobium ellipticum","PY"
"Enterolobium gummiferum","PY"
"Enterolobium maximum","PY"
"Enterolobium schomburgkii","PY"
"Enteropogon ramosus","PD"
"Entolasia stricta","PD"
"Epacris impressa","PD"
"Epacris obtusifolia","PD"
"Epacris purpurascens","PD"
"Epacris squarrosa","PD"
"Epacris stuartii","PD"
"Ephedra distachya","PD"
"Ephedra equisetina","PD"
"Ephedra intermedia","PD"
"Ephedra monosperma","PD"
"Ephedra nevadensis","PD"
"Ephedra przewalskii","PD"
"Ephedra viridis","PD"
"Epilobium alpestre","PD"
"Epilobium amurense","PD"
"Epilobium angustifolium","PD"
"Epilobium brachycarpum","PD"
"Epilobium hirsutum","PD"
"Epilobium montanum","ND"
"Epilobium palustre","PD"
"Epilobium pyrricholophum","ND"
"Epilobium roseum","PD"
"Epilobium royleanum","ND"
"Epipactis gigantea","PD"
"Epiphyllum phyllanthus","ND"
"Epithelantha micromeris","PD"
"Eragrostis atropioides","ND"
"Eragrostis brownii","PD"
"Eragrostis cilianensis","PD"
"Eragrostis curvula","PD"
"Eragrostis deflexa","ND"
"Eragrostis dielsii","PD"
"Eragrostis elongata","PD"
"Eragrostis eriopoda","PD"
"Eragrostis ferruginea","PD"
"Eragrostis gangetica","PD"
"Eragrostis hypnoides","PD"
"Eragrostis lehmanniana","PD"
"Eragrostis leptocarpa","PD"
"Eragrostis leptostachya","PD"
"Eragrostis mexicana","PD"
"Eragrostis minor","PD"
"Eragrostis nigra","PD"
"Eragrostis pilosa","PD"
"Eragrostis refracta","PD"
"Eragrostis schweinfurthii","PD"
"Eragrostis secundiflora","PD"
"Eragrostis setifolia","PD"
"Eragrostis spectabilis","PD"
"Eragrostis superba","PD"
"Eragrostis tef","PD"
"Eragrostis trichodes","PD"
"Eranthis hyemalis","MPD"
"Erechtites hieracifolia","PD"
"Eremaea beaufortioides","PD"
"Eremanthus elaeagnus","PD"
"Eremanthus glomeratus","PD"
"Eremanthus incanus","ND"
"Eremogone meyeri","PD"
"Eremophila alternifolia","PD"
"Eremophila caerulea","PD"
"Eremophila chamaephila","PD"
"Eremophila cuneifolia","PD"
"Eremophila decipiens","PD"
"Eremophila denticulata","PD"
"Eremophila gilesii","PD"
"Eremophila glabra","PD"
"Eremophila lactea","PD"
"Eremophila longifolia","PD"
"Eremophila macmillaniana","PD"
"Eremophila maculata","PD"
"Eremophila microtheca","PD"
"Eremophila nivea","PD"
"Eremophila oldfieldii","PD"
"Eremophila pinnatifida","PD"
"Eremophila punicea","PD"
"Eremophila resinosa","PD"
"Eremophila scaberula","PD"
"Eremophila subteretifolia","PD"
"Eremophila veneta","PD"
"Eremophila viscida","PD"
"Eremopyrum bonaepartis","PD"
"Eremopyrum distans","PD"
"Eremopyrum orientale","PD"
"Eremopyrum triticeum","PD"
"Eremosparton songoricum","PY"
"Eremurus robustus","PD"
"Erepsia anceps","PD"
"Eriachne ciliata","PD"
"Eriachne mucronata","PD"
"Eriachne obtusa","PD"
"Eriachne triseta","PD"
"Eriastrum diffusum","PD"
"Erica abietina","PD"
"Erica arborea","PD"
"Erica australis","PD"
"Erica baccans","PD"
"Erica canaliculata","PD"
"Erica clavisepala","PD"
"Erica curvirostris","PD"
"Erica deflexa","PD"
"Erica ericoides","PD"
"Erica glauca","PD"
"Erica grata","PD"
"Erica herbacea","PD"
"Erica junonia","PD"
"Erica lusitanica","PD"
"Erica mackaiana","PD"
"Erica nudiflora","PD"
"Erica oatesii","PD"
"Erica perlata","PD"
"Erica plukenetii","PD"
"Erica sessiliflora","PD"
"Erica spectabilis","PD"
"Erica tetralix","PD"
"Erica thomae","PD"
"Erica tumida","PD"
"Erica vagans","PD"
"Erica viscaria","PD"
"Ericameria nauseosa","PD"
"Erigenia bulbosa","MPD"
"Erigeron acer","ND"
"Erigeron annuus","ND"
"Erigeron bonariensis","PD"
"Erigeron canadensis","PD"
"Erigeron decumbens","PD"
"Erigeron droebachensis","PD"
"Erigeron fernandezius","PD"
"Erigeron modestus","PD"
"Erigeron philadelphicus","ND"
"Erigeron speciosus","ND"
"Erigeron sumatrensis","ND"
"Erinus alpinus","PD"
"Eriobotrya bengalensis","PD"
"Eriobotrya fragrans","PD"
"Eriobotrya indica","PD"
"Eriobotrya japonica","PD"
"Eriocaulon aquaticum","PD"
"Eriochloa fatmensis","PD"
"Eriochloa villosa","PD"
"Eriocoelum pungens","ND"
"Eriodictyon crassifolium","MPD"
"Erioglossum edule","ND"
"Eriogonum abertianum","ND"
"Eriogonum alatum","ND"
"Eriogonum bicolor","PD"
"Eriogonum brevicaule","PD"
"Eriogonum cinereum","ND"
"Eriogonum corymbosum","PD"
"Eriogonum crocatum","PD"
"Eriogonum elongatum","ND"
"Eriogonum fasciculatum","PD"
"Eriogonum gracile","PD"
"Eriogonum heracleoides","PD"
"Eriogonum jamesii","PD"
"Eriogonum ovalifolium","ND"
"Eriogonum parvifolium","PD"
"Eriogonum racemosum","ND"
"Eriogonum shockleyi","PD"
"Eriogonum umbellatum","PD"
"Eriogonum wrightii","PD"
"Eriophorum latifolium","PD"
"Eriophyllum lanatum","PD"
"Eriophyllum lanosum","PD"
"Eriophyllum wallacei","PD"
"Eriostemon glaber","PD"
"Eriostemon nodiflorus","PD"
"Eriostemon spicatus","PD"
"Eriotheca candolleana","ND"
"Eriotheca globosa","ND"
"Eriotheca gracilipes","ND"
"Eriotheca pubescens","ND"
"Erisma calcaratum","PD"
"Erisma fuscum","ND"
"Erisma uncinatum","PD"
"Erithalis fruticosa","PD"
"Erodium alnifolium","PY"
"Erodium botrys","PY"
"Erodium cicutarium","PY"
"Erodium laciniatum","PY"
"Erodium moschatum","PY"
"Erodium stephanianum","PY"
"Erophila verna","PD"
"Eruca vesicaria","PD"
"Erucaria rostrata","PD"
"Erucastrum gallicum","PD"
"Erucastrum nasturtiifolium","PD"
"Erycibe griffithii","ND"
"Erycibe henryi","ND"
"Erymophyllum ramosum","PD"
"Eryngium armatum","MPD"
"Eryngium creticum","MPD"
"Eryngium maritimum","MPD"
"Eryngium petiolatum","MD"
"Eryngium yuccifolium","MPD"
"Erysimum cheiranthoides","PD"
"Erysimum crepidifolium","ND"
"Erysimum scoparium","PD"
"Erythrina abyssinica","PY"
"Erythrina brucei","PY"
"Erythrina burana","PY"
"Erythrina burttii","PY"
"Erythrina caffra","PY"
"Erythrina edulis","ND"
"Erythrina falcata","ND"
"Erythrina flabelliformis","PY"
"Erythrina fusca","ND"
"Erythrina herbacea","PY"
"Erythrina lysistemon","PY"
"Erythrina mildbraedii","ND"
"Erythrina poeppigiana","ND"
"Erythrina rubrinervia","PY"
"Erythrina sandwicensis","PY"
"Erythrina speciosa","PY"
"Erythrina stricta","PY"
"Erythrina subumbrans","PY"
"Erythrina velutina","PY"
"Erythrina verna","ND"
"Erythrina vespertilio","PY"
"Erythrina vogelii","ND"
"Erythrochiton brasiliensis","PD"
"Erythronium albidum","MPD"
"Erythronium americanum","MPD"
"Erythronium caucasicum","MPD"
"Erythronium dens-canis","MPD"
"Erythronium grandiflorum","MPD"
"Erythronium hendersonii","MPD"
"Erythronium japonicum","MPD"
"Erythronium oregonum","MPD"
"Erythronium revolutum","MPD"
"Erythronium rostratum","MPD"
"Erythronium sibiricum","MPD"
"Erythronium tuolumnense","MPD"
"Erythrophleum chlorostachys","PY"
"Erythrophleum fordii","PY"
"Erythrophleum ivorense","PY"
"Erythroxylon aurelatum","ND"
"Erythroxylon ovalifolium","ND"
"Erythroxylum campinense","ND"
"Erythroxylum cuneatum","PD"
"Erythroxylum mannii","ND"
"Erythroxylum ovalifolium","ND"
"Erythroxylum pruinosum","PD"
"Erythroxylum rotundifolium","ND"
"Erythroxylum tortuosum","PD"
"Escallonia pulverulenta","MPD"
"Escallonia rubra","MD"
"Eschscholtzia cham.","PD"
"Eschscholzia californica","MPD"
"Eschweilera coriacea","PD"
"Eschweilera ovalifolia","PD"
"Eschweilera ovata","PD"
"Eschweilera pedicellata","ND"
"Eschweilera subglandulosa","ND"
