FoCh name,Range,Habitat,Alpine,Min elevation,Max elevation,Standardized name,Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
,1300--2100 m,"Forest margins, scrub, grassy slopes; 1300--2100 m. C and S Gansu, N Hebei, S Nei Mongol, S Ningxia, S Shaanxi, Shanxi.",Lowland,1300,2100,Delphinium siwanense,Delphinium siwanense Franch. var. leptopogon (Hand.-Mazz.) W.T.Wang,Delphinium,,siwanense,NA,var.,leptopogon,(Hand.-Mazz.) W.T.Wang,kew-2760394,TRUE,1.1,Synonym,Ranunculaceae,Delphinium,,siwanense,,,Franch.,kew-2760392,Accepted,FALSE,FALSE,FALSE,06/09/2019
,300-2100 m,"Thickets in valleys, grassy slopes; 300-2100 m. Hebei, Heilongjiang, ?Henan, ?Hubei, Jilin, Liaoning, Nei Mongol, ?Qinghai, Shandong, Shanxi [Korea, Mongolia, Russia (Far East, E Siberia)].",Lowland,300,2100,Polygonum divaricatum,Polygonum divaricatum ,Polygonum,,divaricatum,NA,NA,,,tro-26000071,TRUE,1.1,Accepted,Polygonaceae,Polygonum,,divaricatum,,,L.,tro-26000071,Accepted,FALSE,FALSE,FALSE,28/10/2019
,400-2100 m,"Forests, forest margins, thickets, grasslands, wastelands, farmlands, roadsides, streamsides; 400-2100 m. Chongqing, Fujian, Guangdong, Guangxi, Guizhou, Hebei, Hubei, Hunan, S Jiangsu, Jiangxi, Nei Mongol, NE Qinghai, Shaanxi, Shandong, Sichuan, Taiwan, Yunnan, Zhejiang [Japan, Korea, Russia (Far East), Vietnam].",Lowland,400,2100,Cirsium japonicum,Cirsium japonicum,Cirsium,,japonicum,NA,NA,,,gcc-19621,TRUE,1.1,Accepted,Compositae,Cirsium,,japonicum,,,(Thunb.) Fisch. ex DC.,gcc-19621,Accepted,FALSE,FALSE,FALSE,28/10/2019
,500--2100 m,"Sunny hills, pastures; 500--2100 m. Gansu, Hebei, Heilongjiang, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Xinjiang [Kazakhstan, Mongolia, Russia].",Lowland,500,2100,Allium ramosum,Allium ramosum ,Allium,,ramosum,NA,NA,,,kew-296376,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,ramosum,,,L.,kew-296376,Accepted,FALSE,FALSE,FALSE,28/10/2019
,near sea level to 2100 m,"Forest margins, roadsides, grasslands, shrublands, canyons, forest steppes, steppes, seashore dunes, waste areas, slopes, mountains; near sea level to 2100 m. Anhui, S and SW Gansu, Hebei, Henan, Hubei, Hunan, Jiangsu, Liaoning, Nei Mongol, S Shaanxi, Shandong, Shanxi, Sichuan, N Yunnan [Japan, Korea, E Mongolia].",Lowland,0,2100,Artemisia eriopoda,Artemisia eriopoda Bge. var. gansuensis,Artemisia,,eriopoda,NA,var.,gansuensis,Bge.,gcc-86448,FALSE,1.1,Accepted,Compositae,Artemisia,,eriopoda,,,Bunge,gcc-86448,Accepted,FALSE,FALSE,TRUE,28/10/2019
,100-2200 m,"Pastures, roadsides, fields, waste areas; 100-2200 m. Anhui, Gansu, Hebei, Henan, Liaoning, Nei Mongol, Qinghai, Shaanxi, Shandong, Shanxi, Xinjiang [Afghanistan, India, Kashmir, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Pakistan, Russia, Tajikistan, Turkmenistan, Uzbekistan; N Africa, SW Asia, Europe].",Lowland,100,2200,Chorispora tenella,Chorispora tenella(Pall.)DC,Chorispora,,tenella,NA,NA,,(Pall.)DC,kew-2719512,TRUE,1.1,Accepted,Brassicaceae,Chorispora,,tenella,,,(Pall.) DC.,kew-2719512,Accepted,FALSE,FALSE,FALSE,28/10/2019
,300-2200(-2900) m,"Moist places in forests, ravines, by rice fields, walls by villages; 300-2200(-2900) m. Anhui, Chongqing, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xizang, Yunnan, Zhejiang [Japan, Korea, Mongolia, Russia (Siberia); North America].",Lowland,300,2200,Pilea pumila,Pilea pumila,Pilea,,pumila,NA,NA,,,tro-33400339,TRUE,1.1,Accepted,Urticaceae,Pilea,,pumila,,,(L.) A. Gray,tro-33400339,Accepted,FALSE,FALSE,FALSE,28/10/2019
,500-2200 m,"Slopes, forest margins, grasslands, roadsides, stone crevices, shaded banks, streamsides; 500-2200 m. Anhui, Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jilin, Liaoning, Qinghai, Shaanxi, Shandong, Shanxi, C and NE Sichuan, Yunnan, Zhejiang [Japan, Korea, Russia; Europe].",Lowland,500,2200,Chelidonium majus,Chelidonium majus L.,Chelidonium,,majus,NA,NA,,L.,kew-2716702,TRUE,1.1,Accepted,Papaveraceae,Chelidonium,,majus,,,L.,kew-2716702,Accepted,FALSE,FALSE,FALSE,06/09/2019
,100--2300 m,"Forest margins, mountain slopes, hilltop grasslands, fields, sandy soils, rock crevices, roadsides; 100--2300 m. Anhui, Fujian, Gansu, Guangdong, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, Zhejiang [cosmopolitan weed].",Lowland,100,2300,Cerastium fontanum,Cerastium fontanum Baumg. subsp. triviale (Link) Jalas,Cerastium,,fontanum,NA,subsp.,triviale,(Link) Jalas,kew-2710344,TRUE,1.1,Synonym,Caryophyllaceae,Cerastium,,fontanum,subsp.,vulgare,(Hartm.) Greuter & Burdet,kew-2710346,Accepted,FALSE,FALSE,FALSE,06/09/2019
,100--2300 m,"Forests, grassy slopes, along streams; 100--2300 m. S Anhui, N Fujian, S Gansu, N Guangdong, N Guangxi, Guizhou, S Henan, Hubei, Hunan, S Jiangsu, Jiangxi, S Shaanxi, Sichuan, E Yunnan, Zhejiang [Japan, Korea].",Lowland,100,2300,Clematis apiifolia,Clematis argentilucida,Clematis,,argentilucida,NA,NA,,,kew-2725619,TRUE,1.1,Synonym,Ranunculaceae,Clematis,,apiifolia,var.,argentilucida,(H.Lév. & Vaniot) W.T.Wang,kew-2725611,Accepted,FALSE,FALSE,FALSE,28/10/2019
,100-2300 m,"Wet places at river margins, ditches, pond margins, swamps; 100-2300 m. Anhui, Chongqing, Fujian, Gansu, Guangdong, N Guangxi, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jilin, Liaoning, Nei Mongol, Ningxia, E Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, S Xizang, Yunnan, Zhejiang [Afghanistan, India, Japan, Kazakhstan, Korea, Kyrgyzstan, Pakistan, Russia, Tajikistan, Uzbekistan; N Africa, SW Asia, Atlantic Ocean islands, Europe].",Lowland,100,2300,Schoenoplectus triqueter,Scirpus triqueter,Scirpus,,triqueter,NA,NA,,,kew-265060,TRUE,1.1,Synonym,Cyperaceae,Schoenoplectus,,triqueter,,,(L.) Palla,kew-263109,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1400-2300 m,"Streamsides, roadsides, mountain slopes; 1400-2300 m. Gansu, Hebei, Qinghai, Shaanxi, Xinjiang [Afghanistan, Kyrgyzstan, Pakistan, Russia, Tajikistan, Turkmenistan, Uzbekistan; SW Asia].",Lowland,1400,2300,Lolium persicum,Lolium persicum Boiss.et Hohen,Lolium,,persicum,NA,NA,,Boiss.et Hohen,kew-422865,TRUE,1.1,Accepted,Poaceae,Lolium,,persicum,,,Boiss. & Hohen.,kew-422865,Accepted,FALSE,FALSE,FALSE,28/10/2019
Sonchus wightianus,300-2300 m,"Grasslands on mountain slopes, grasslands in forests, forest margins, thickets, beside fields, moist places or near water, wastelands on mountain slopes, gravelly areas by rivers; 300-2300 m. Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hubei, Hunan, Jiangsu, Ningxia, Shaanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, Zhejiang [NE Afghanistan, Bhutan, India, Indonesia (Java), Kashmir, Laos, Malaysia (Peninsular), Myanmar, Nepal, N Pakistan, N Philippines (Luzon), Sri Lanka, N Thailand, N Vietnam].",Lowland,300,2300,Sonchus arvensis,Sonchus arvensis,Sonchus,,arvensis,NA,NA,,,gcc-48853,TRUE,1.1,Accepted,Compositae,Sonchus,,arvensis,,,L.,gcc-48853,Accepted,FALSE,FALSE,FALSE,28/10/2019
,500-2300 m,"By croplands, grasslands, valleys; 500-2300 m. N Xinjiang [Kazakhstan, Mongolia, Russia; N Africa, SW Asia, Europe].",Lowland,500,2300,Carduus nutans,Carduus nutans ,Carduus,,nutans,NA,NA,,,gcc-41225,TRUE,1.1,Accepted,Compositae,Carduus,,nutans,,,L.,gcc-41225,Accepted,FALSE,FALSE,FALSE,28/10/2019
Leontopodium japonicum,700-2300 m,"Forests, thickets, grassy, pebbly, or dry slopes, gravelly areas, open rocks; 700-2300 m. Anhui, Gansu, Henan, Hubei, Jiangsu, Shaanxi, Shanxi, Sichuan, Zhejiang [Japan].",Lowland,700,2300,Leontopodiun japonicum,Leontopodiun japonicum,Leontopodiun,,japonicum,NA,NA,,,,FALSE,1.1,,,Leontopodiun,,japonicum,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
,100-2400 m,"Forests, mountain slopes, valleys, meadows, along rivers; 100-2400 m. Gansu, Hebei, Heilongjiang, Henan, Jilin, Liaoning, Nei Mongol, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Yunnan [Japan, Korea, Mongolia, Russia].",Lowland,100,2400,Elymus pendulinus,Roegneria pendulina,Roegneria,,pendulina,NA,NA,,,kew-439427,TRUE,1.1,Synonym,Poaceae,Elymus,,pendulinus,,,(Nevski) Tzvelev,kew-411448,Accepted,FALSE,FALSE,FALSE,28/10/2019
,100-2400 m,"Montane slopes, grasslands, riverbanks, fields, broad-leaved forests, streamsides; 100-2400 m. Anhui, Fujian, Gansu, Guangdong, Guangxi, Hebei, Heilongjiang, Henan, Hubei, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Shaanxi, Shandong, Shanxi, Sichuan, Zhejiang [Japan, Korea, Mongolia, Russia].",Lowland,100,2400,Inula japonica,Inula japonica Thunb.,Inula,,japonica,NA,NA,,Thunb.,gcc-119061,TRUE,1.1,Accepted,Compositae,Inula,,japonica,,,Thunb.,gcc-119061,Accepted,FALSE,FALSE,FALSE,28/10/2019
,100-2400 m,"Wet valleys, grassy slopes; 100-2400 m. Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, ?Hainan, Hebei, Heilongjiang, Henan, Hubei, Hunan, ?Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, ?Xizang, Yunnan, Zhejiang [Japan, Korea, Russia (Far East)].",Lowland,100,2400,Polygonum thunbergii,Polygonum thunbergii,Polygonum,,thunbergii,NA,NA,,,tro-26000088,TRUE,1.1,Accepted,Polygonaceae,Polygonum,,thunbergii,,,Siebold & Zucc.,tro-26000088,Accepted,FALSE,FALSE,FALSE,28/10/2019
,200-2400 m,"Mixed forests on mountain slopes or in valleys, roadsides, especially in disturbed areas; 200-2400 m. Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Sichuan [Japan, Korea; introduced in North America].",Lowland,200,2400,Torilis scabra,Torilis scabra,Torilis,,scabra,NA,NA,,,tro-1701047,TRUE,1.1,Accepted,Apiaceae,Torilis,,scabra,,,(Thunb.) DC.,tro-1701047,Accepted,FALSE,FALSE,FALSE,28/10/2019
,900-2400 m,"Forest understories, forest margins, grasslands, along canals; 900-2400 m. Anhui, Gansu, Guangdong, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Zhejiang [Japan, Korea, Mongolia, Russia (Far East, Siberia); C and SW Asia, Europe, NW North America].",Lowland,900,2400,Impatiens noli-tangere,Impatiens noli-tangere L.,Impatiens,,noli-tangere,NA,NA,,L.,kew-2862919,TRUE,1.1,Accepted,Balsaminaceae,Impatiens,,noli-tangere,,,L.,kew-2862919,Accepted,FALSE,FALSE,FALSE,06/09/2019
Aster hispidus,sea level to 2400 m,"Forest margins, grasslands, roadsides; sea level to 2400 m. Anhui, Fujian, Gansu, Hebei, Heilongjiang, Hubei, Jiangsu, Jiangxi, Jilin, Nei Mongol, Shaanxi, Shandong, Shanxi, N, NE, and NW Sichuan, Taiwan, Zhejiang [Japan, Korea, Mongolia, E Russia].",Lowland,0,2400,Kalimeris hispida,Heteropappus hispidus(Thunb.)Less.,Heteropappus,,hispidus,NA,NA,,(Thunb.)Less.,gcc-24956,TRUE,1.1,Synonym,Compositae,Kalimeris,,hispida,,,(Thunb.) Nees,gcc-3931,Accepted,FALSE,FALSE,FALSE,28/10/2019
Phlomis dentosa,0-2500 m,"Grassy slopes; 0-2500 m. Gansu, Hebei, Nei Mongol, Qinghai",Lowland,0,2500,Phlomoides dentosa,Phlomis dentosa Franch.,Phlomis,,dentosa,NA,NA,,Franch.,kew-152210,TRUE,1.1,Synonym,Lamiaceae,Phlomoides,,dentosa,,,(Franch.) Kamelin & Makhm.,kew-152531,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1400-2500 m,"Stony and grassy slopes, valley thickets along rivers, sparse forests; 1400-2500 m. Xinjiang [Mongolia, Russia].",Lowland,1400,2500,Nepeta densiflora,Nepeta densiflora Kar.et Kir.H130,Nepeta,,densiflora,NA,NA,,Kar.et Kir.H130,kew-134561,TRUE,1.1,Accepted,Lamiaceae,Nepeta,,densiflora,,,Kar. & Kir.,kew-134561,Accepted,FALSE,FALSE,FALSE,28/10/2019
Plumbagella micrantha,2000--2500(--4500) m,"Wet and cold slopes; 2000--2500(--4500) m. SW and W Gansu, Ningxia, Qinghai, Xinjiang, Xizang [Kazakhstan, Kyrgyzstan, Mongolia, Russia]",Lowland,2000,2500,Plumbagela micrantha,Plumbagela micrantha(Ledeb.)Spach,Plumbagela,,micrantha,NA,NA,,(Ledeb.)Spach,,FALSE,1.1,,,Plumbagela,,micrantha,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
,2000--2500(--4500) m,"Wet and cold slopes; 2000--2500(--4500) m. SW and W Gansu, Ningxia, Qinghai, Xinjiang, Xizang [Kazakhstan, Kyrgyzstan, Mongolia, Russia]",Lowland,2000,2500,Plumbagella micrantha,Plumbagella micrantha (Ledeb.) Spach,Plumbagella,,micrantha,NA,NA,,(Ledeb.) Spach,tro-25400398,TRUE,1.1,Accepted,Plumbaginaceae,Plumbagella,,micrantha,,,(Ledeb.) Spach,tro-25400398,Accepted,FALSE,FALSE,FALSE,06/09/2019
,300-2500 m,"Streamsides, moist grasslands, moist areas in forests, dense grass; 300-2500 m. Gansu, Hebei, Hubei, Shaanxi, Shandong, Shanxi, Sichuan, Zhejiang",Lowland,300,2500,Ajuga ciliata,Ajuga ciliata Bunge,Ajuga,,ciliata,NA,NA,,Bunge,kew-5223,TRUE,1.1,Accepted,Lamiaceae,Ajuga,,ciliata,,,Bunge,kew-5223,Accepted,FALSE,FALSE,FALSE,28/10/2019
,300-2500 m,"Damp grassy slopes, near riversides; 300-2500 m. Gansu, Guizhou, Hubei, Nei Mongol, Qinghai, Sichuan, Xinjiang, Xizang, Yunnan and NE China [Bhutan, India (Darjeeling), Japan, Kazakhstan, Korea, Pakistan, Turkmenistan, Kyrgyzstan, Mongolia, Russia, Tajikstan, Uzbekistan; SW Asia, Europe].",Lowland,300,2500,Calamagrostis pseudophragmites,Calamagrostis pseudophragmites (Hall. F.) Koel.,Calamagrostis,,pseudophragmites,NA,NA,,(Hall. F.) Koel.,kew-403218,TRUE,1.1,Accepted,Poaceae,Calamagrostis,,pseudophragmites,,,(Haller f.) Koeler,kew-403218,Accepted,FALSE,FALSE,FALSE,06/09/2019
,400-2500 m,"Woodlands, damp shady places on hillsides, gullies, roadsides; 400-2500 m. Anhui, Gansu, Guizhou, Hebei, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Ningxia, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xizang, Yunnan, Zhejiang [Japan, Kashmir, Korea, N Pakistan].",Lowland,400,2500,Melica onoei,Melica onoei French et Sav.,Melica,,onoei,NA,NA,,French et Sav.,kew-423717,TRUE,1.1,Accepted,Poaceae,Melica,,onoei,,,Franch. & Sav.,kew-423717,Accepted,FALSE,FALSE,FALSE,06/09/2019
,500-2500(-3900) m,"Slopes, fields; 500-2500(-3900) m. W Gansu, Hebei, Heilongjiang, Henan, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, SE Xizang, NW Yunnan.",Lowland,500,2500,Incarvillea sinensis,Incarvillea sinensis Lam.,Incarvillea,,sinensis,NA,NA,,Lam.,kew-317239,TRUE,1.1,Accepted,Bignoniaceae,Incarvillea,,sinensis,,,Lam.,kew-317239,Accepted,FALSE,FALSE,FALSE,06/09/2019
,600--2500 m,"Forests, shady and moist slopes, pastures, streamsides; 600--2500 m. Anhui, E Gansu, Hebei, Heilongjiang, Henan, Hubei, Jilin, Liaoning, Nei Mongol, Shaanxi, Shanxi, Sichuan, Zhejiang [India, Japan, Kazakhstan, Korea, Mongolia, Russia; Europe, NW North America].",Lowland,600,2500,Allium victorialis,Allium victorialis L.,Allium,,victorialis,NA,NA,,L.,kew-296917,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,victorialis,,,L.,kew-296917,Accepted,FALSE,FALSE,FALSE,06/09/2019
,below 2500 m,"Stream banks, swamp meadows, grassy slopes, scrub, forest margins; below 2500 m. Anhui, Heilongjiang, Henan, Hubei, Jilin, Liaoning, Nei Mongol, Shaanxi, Sichuan, Zhejiang [Bhutan, India, Japan, Kashmir, Korea, Mongolia, Myanmar, Nepal, Russia (Far East, E Siberia)].",Lowland,0,2500,Ligularia fischeri,Ligularia fischeri (Ledeb.) Turcz.,Ligularia,,fischeri,NA,NA,,(Ledeb.) Turcz.,gcc-10137,TRUE,1.1,Accepted,Compositae,Ligularia,,fischeri,,,(Ledeb.) Turcz.,gcc-10137,Accepted,FALSE,FALSE,FALSE,06/09/2019
,near sea level to 2500 m,"Forest margins, riversides, meadows, open fields, farmlands; near sea level to 2500 m. Evidently rare in China and possibly only introduced [originally in W Eurasia and the Mediterranean, but today nearly worldwide as an adventive].",Lowland,0,2500,Galium spurium,Galium aparine L. var. echinospermum (Wallr.) Cuf.,Galium,,aparine,NA,var.,echinospermum,(Wallr.) Cuf.,tro-27905163,TRUE,1.1,Synonym,Rubiaceae,Galium,,spurium,,,L.,kew-87547,Accepted,FALSE,FALSE,FALSE,06/09/2019
,near sea level to 2500(-3500) m,"Forest margins, roadsides, waste ground, river beaches; near sea level to 2500(-3500) m. Anhui, Gansu, Hebei, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Liaoning, Nei Mongol, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan [Japan, Kazakhstan, Kyrgyzstan, Mongolia, Russia, Tajikistan, Turkmenistan, Uzbekistan; N Africa, SW Asia, Europe; introduced in North America].",Lowland,0,2500,Bromus japonicus,Bromus japonicus Thunb. ex Murr.,Bromus,,japonicus,NA,NA,,Thunb. ex Murr.,kew-401252,TRUE,1.1,Accepted,Poaceae,Bromus,,japonicus,,,Thunb.,kew-401252,Accepted,FALSE,FALSE,FALSE,06/09/2019
,sea level to 2500 m,"Open disturbed situations, roadsides, field margins, cultivated as a lawn grass; sea level to 2500 m. Fujian, Gansu, Guangdong, Hainan, Hubei, Jiangsu, Shaanxi, Shanxi, Sichuan, Taiwan, Yunnan, Zhejiang [tropical and warm-temperate regions of the world].",Lowland,0,2500,Cynodon dactylon,Cynodon dactylon (L.) Pers.,Cynodon,,dactylon,NA,NA,,(L.) Pers.,kew-406339,TRUE,1.1,Accepted,Poaceae,Cynodon,,dactylon,,,(L.) Pers.,kew-406339,Accepted,FALSE,FALSE,FALSE,06/09/2019
,sea level to 2500 m,"Field margins, streamsides, waste areas; sea level to 2500 m. Gansu, Guizhou, ?Hainan, Heilongjiang, Hebei, Henan, Hubei, Hunan, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Yunnan, ?Zhejiang [Japan, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Myanmar, Russia, Thailand; Europe, North America; widely naturalized elsewhere].",Lowland,0,2500,Rumex crispus,Rumex crispus L.,Rumex,,crispus,NA,NA,,L.,kew-2424294,TRUE,1.1,Accepted,Polygonaceae,Rumex,,crispus,,,L.,kew-2424294,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1000--2600 m,"Slopes, scrub; 1000--2600 m. Gansu, E Qinghai, Shaanxi, Shanxi, Xinjiang [Kazakhstan, Mongolia, Russia (Siberia)].",Lowland,1000,2600,Clematis glauca,Clematis glauca Willd.,Clematis,,glauca,NA,NA,,Willd.,kew-2726055,TRUE,1.1,Accepted,Ranunculaceae,Clematis,,glauca,,,Willd.,kew-2726055,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1000-2600 m,"Forest margins, grasslands near ditches; 1000-2600 m. Anhui, Gansu, Henan, Hubei, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan",Lowland,1000,2600,Pleurospermum cristatum,Pleurospermum cristatum H.de Boiss,Pleurospermum,,cristatum,NA,NA,,H.de Boiss,tro-1704638,TRUE,1.1,Accepted,Apiaceae,Pleurospermum,,cristatum,,,H. Boissieu,tro-1704638,Accepted,FALSE,FALSE,FALSE,06/09/2019
Patrinia heterophylla,100-2600 m,"Grassy slopes, open woods, roadsides; 100-2600 m. Anhui, Chongqing, E Gansu (E of Yuzhong), Guizhou (Jiangkou), Hebei, Henan, W Hubei, Hunan, Jiangsu (Tianci Shan), Jiangxi (Lu Shan, Wuning, Xiushui), Jilin (Tongyu), Liaoning (Jianping, Suizhong), S Nei Mongol (Daqing Shan, Xinghe), S Ningxia (Tongxin), E Qinghai (Minhe), Shaanxi, Shandong (Mengshan, Taishan), Shanxi (Jiexiu, Lishi), Sichuan (Emei, Jinchuan, Nanping), Zhejiang (Tianmu Shan).",Lowland,100,2600,Parinia heterophylla,Parinia heterophylla,Parinia,,heterophylla,NA,NA,,,,FALSE,1.1,,,Parinia,,heterophylla,NA,,,,,FALSE,FALSE,FALSE,06/09/2019
,100-2600 m,"Grassy slopes, open woods, roadsides; 100-2600 m. Anhui, Chongqing, E Gansu (E of Yuzhong), Guizhou (Jiangkou), Hebei, Henan, W Hubei, Hunan, Jiangsu (Tianci Shan), Jiangxi (Lu Shan, Wuning, Xiushui), Jilin (Tongyu), Liaoning (Jianping, Suizhong), S Nei Mongol (Daqing Shan, Xinghe), S Ningxia (Tongxin), E Qinghai (Minhe), Shaanxi, Shandong (Mengshan, Taishan), Shanxi (Jiexiu, Lishi), Sichuan (Emei, Jinchuan, Nanping), Zhejiang (Tianmu Shan).",Lowland,100,2600,Patrinia heterophylla,Patrinia heterophylla,Patrinia,,heterophylla,NA,NA,,,tro-50043229,TRUE,1.1,Accepted,Caprifoliaceae,Patrinia,,heterophylla,,,Bunge,tro-50043229,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1500--2600 m,"Wet or swampy meadows, thickets; 1500--2600 m. S Gansu, Hebei, Heilongjiang, N Hubei, Jilin, Liaoning, Nei Mongol, Shaanxi, Shanxi, N Sichuan [Japan, N Korea, Mongolia, Russia (E Siberia, Far East)]",Lowland,1500,2600,Pedicularis spicata,Pedicularis spicata Pall.,Pedicularis,,spicata,NA,NA,,Pall.,tro-29200368,TRUE,1.1,Accepted,Orobanchaceae,Pedicularis,,spicata,,,Pall.,tro-29200368,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1800-2600 m,"Hillsides, valleys; 1800-2600 m. Gansu.",Lowland,1800,2600,Oxytropis xinglongshanica,Oxytropis xinglongshanica C.W.Chang,Oxytropis,,xinglongshanica,NA,NA,,C.W.Chang,ild-45625,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,xinglongshanica,,,C.W.Chang,ild-45625,Accepted,FALSE,FALSE,FALSE,06/09/2019
,200-2600 m,"Steppes, stony or sandy slopes; 200-2600 m. Gansu, Hebei, Heilongjiang, Hunan, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan [Japan, Mongolia, Russia (Siberia)].",Lowland,200,2600,Astragalus melilotoides,Astragalus melilotoides Pall.,Astragalus,,melilotoides,NA,NA,,Pall.,ild-31277,TRUE,1.1,Accepted,Leguminosae,Astragalus,,melilotoides,,,Pall.,ild-31277,Accepted,FALSE,FALSE,FALSE,06/09/2019
,300-2600 m,"Valleys, hills, forest margins, streamsides; 300-2600 m. Gansu, Hebei, Henan, Hubei, Shaanxi, Shanxi, Sichuan.",Lowland,300,2600,Isodon henryi,Isodon henryi,Isodon,,henryi,NA,NA,,,kew-102941,TRUE,1.1,Accepted,Lamiaceae,Isodon,,henryi,,,(Hemsl.) Kudô,kew-102941,Accepted,FALSE,FALSE,FALSE,28/10/2019
,300-2600 m,"Mountain slopes, forests, streamsides, grasslands; 300-2600 m. Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Sichuan, Taiwan, Xizang, Yunnan, Zhejiang [India, Indonesia, Japan, Laos, Malaysia, Myanmar, Philippines, Thailand, Vietnam].",Lowland,300,2600,Sambucus javanica,Sambucus chinensis Lindl.,Sambucus,,chinensis,NA,NA,,Lindl.,tro-6000749,TRUE,1.1,Synonym,Adoxaceae,Sambucus,,javanica,,,Blume,tro-50111461,Accepted,FALSE,FALSE,FALSE,06/09/2019
,400--2600 m,"Forest margins, grassy slopes; 400--2600 m. Gansu, Hebei, Heilongjiang, Henan, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi [Korea, Mongolia, Russia (C and E Siberia)].",Lowland,400,2600,Lilium pumilum,Lilium pumilum DC.,Lilium,,pumilum,NA,NA,,DC.,kew-279815,TRUE,1.1,Accepted,Liliaceae,Lilium,,pumilum,,,Delile,kew-279815,Accepted,FALSE,FALSE,FALSE,06/09/2019
,400--2600 m,"Forest margins, grasslands, meadows on mountain slopes, loess plateau lands, low-lying and sandy lands, gravels; 400--2600 m. Gansu, Hebei, Heilongjiang, Jilin, Liaoning, Nei Mongol, Shaanxi, Shandong, Shanxi [Mongolia, Russia (Siberia)].",Lowland,400,2600,Potentilla tanacetifolia,Potentilla tanacetifolia Willd. ex Schlecht.,Potentilla,,tanacetifolia,NA,NA,,Willd. ex Schlecht.,rjp-10924,TRUE,1.1,Accepted,Rosaceae,Potentilla,,tanacetifolia,,,Willd. ex Schltdl.,rjp-10924,Accepted,FALSE,FALSE,FALSE,06/09/2019
